/r"out_DTC X,/out_DTC Y,/in_DTC X,/in_DTC Y,/V_ramp X,/V_ramp Y,/V_n X,/V_n Y,D X,D LogicBus
8.303181381240402e-07,-0.0001720221405006994,8.303518783652747e-07,0.3258675963957339,8.303181381240402e-07,0.5121592344270151,8.303181381240402e-07,0.6311556091309432,  ,  
8.303182637706503e-07,-0.0001720365359552374,8.303525273981275e-07,0.3244397241195012,8.303182637706503e-07,0.5121565104560124,8.303182637706503e-07,0.6311555668753823,  ,  
8.303183878489891e-07,-0.0001720595583778074,8.303530346985967e-07,0.3233236630872585,8.303183878489891e-07,0.5121537965842623,8.303183878489891e-07,0.6311555251523054,  ,  
8.303185116440896e-07,-0.0001720946390682768,8.303534889061531e-07,0.3223244064632296,8.303185116440896e-07,0.5121510666288025,8.303185116440896e-07,0.6311554835293488,  ,  
8.303186387996802e-07,-0.0001721469568281185,8.303539200680549e-07,0.3213758502791533,8.303186387996802e-07,0.5121482405769191,8.303186387996802e-07,0.6311554407814232,  ,  
8.303187720915503e-07,-0.0001722185068948431,8.303543573080123e-07,0.3204139223730117,8.303187720915503e-07,0.5121452553641719,8.303187720915503e-07,0.6311553959759563,  ,  
8.303189220359305e-07,-0.0001723261719522011,8.303548182660723e-07,0.3193998146408032,8.303189220359305e-07,0.5121418723233534,8.303189220359305e-07,0.6311553455791169,  ,  
8.303190729009602e-07,-0.0001724589419228846,8.303553094788428e-07,0.3183191465458741,8.303190729009602e-07,0.5121384439334146,8.303190729009602e-07,0.6311552948797746,  ,  
8.303192118987869e-07,-0.0001726071527163856,8.303558121111702e-07,0.3172133554254174,8.303192118987869e-07,0.5121352660775039,8.303192118987869e-07,0.6311552481744565,  ,  
8.303193490770776e-07,-0.0001727751671683953,8.303564065351676e-07,0.3159056226313401,8.303193490770776e-07,0.5121321140760046,8.303193490770776e-07,0.6311552020863631,  ,  
8.303195038707308e-07,-0.0001729891463459811,8.303568744739327e-07,0.3148761573480473,8.303195038707308e-07,0.5121285449599006,8.303195038707308e-07,0.6311551500867699,  ,  
8.303197132402512e-07,-0.000173306317605384,8.303573223474523e-07,0.3138908356049385,8.303197132402512e-07,0.5121237060633146,8.303197132402512e-07,0.6311550797657767,  ,  
8.30319877431315e-07,-0.0001735769485166726,8.303577481294602e-07,0.3129541151876124,8.30319877431315e-07,0.5121199103609503,8.30319877431315e-07,0.6311550246286892,  ,  
8.303200466079254e-07,-0.0001738691797724489,8.303582293682733e-07,0.311895389798671,8.303200466079254e-07,0.5121160088138709,8.303200466079254e-07,0.6311549678267049,  ,  
8.303202207490562e-07,-0.0001741702448738167,8.303586685999576e-07,0.3109290800932821,8.303202207490562e-07,0.5121120161454935,8.303202207490562e-07,0.6311549093683156,  ,  
8.303204299602731e-07,-0.0001745276767518085,8.303591796205867e-07,0.3098048347092234,8.303204299602731e-07,0.5121072730294809,8.303204299602731e-07,0.6311548391512659,  ,  
8.303206272238708e-07,-0.0001748458297677189,8.303598824714467e-07,0.3082585628173259,8.303206272238708e-07,0.5121028794713544,8.303206272238708e-07,0.6311547729589901,  ,  
8.303208284969914e-07,-0.0001751394249710711,8.303604509013854e-07,0.3070080169521284,8.303208284969914e-07,0.512098505091842,8.303208284969914e-07,0.6311547054366576,  ,  
8.303210284938764e-07,-0.0001753901349622437,8.303610875388582e-07,0.3056074145118703,8.303210284938764e-07,0.5120942930689554,8.303210284938764e-07,0.6311546383583339,  ,  
8.303212164995902e-07,-0.0001755807388483381,8.30361702148442e-07,0.3042552734275512,8.303212164995902e-07,0.5120904957518344,8.303212164995902e-07,0.6311545753164185,  ,  
8.303213963163153e-07,-0.0001757181873406805,8.303623233183006e-07,0.3028886997385946,8.303213963163153e-07,0.5120870347923171,8.303213963163153e-07,0.6311545150339057,  ,  
8.303215708103863e-07,-0.0001758077349710498,8.3036295352845e-07,0.3015022374100035,8.303215708103863e-07,0.5120838622455205,8.303215708103863e-07,0.6311544565484565,  ,  
8.303217422574251e-07,-0.0001758533404752691,8.303636107718262e-07,0.3000563019822959,8.303217422574251e-07,0.5120809489735789,8.303217422574251e-07,0.6311543990964585,  ,  
