delay (Vbp=0) X,delay (Vbp=0) Y,delay (Vbp=0.55) X,delay (Vbp=0.55) Y,delay (Vbp=1.1) X,delay (Vbp=1.1) Y,delay (Vbp=1.5) X,delay (Vbp=1.5) Y,delay (Vbp=2) X,delay (Vbp=2) Y
3.72e-06,1.993223198156193e-09,3.72e-06,2.762511189798504e-09,3.72e-06,3.505236005288415e-09,3.72e-06,3.912957881327118e-09,3.72e-06,4.338581767483897e-09
3.74e-06,2.006467675643849e-09,3.74e-06,2.778793234685282e-09,3.74e-06,3.524825621803917e-09,3.74e-06,3.934148570508332e-09,3.74e-06,4.362570422037516e-09
3.76e-06,2.019259669722741e-09,3.76e-06,2.795728891101163e-09,3.76e-06,3.544811222391718e-09,3.76e-06,3.956304658903974e-09,3.76e-06,4.385673234638495e-09
3.78e-06,2.031483754222711e-09,3.78e-06,2.811672490742528e-09,3.78e-06,3.564027867118343e-09,3.78e-06,3.977120325592308e-09,3.78e-06,4.408413692391848e-09
3.8e-06,2.044357188824515e-09,3.8e-06,2.828502102249152e-09,3.8e-06,3.584546974541612e-09,3.8e-06,3.99929255209205e-09,3.8e-06,4.432477171579791e-09
3.82e-06,2.056826544836285e-09,3.82e-06,2.845251659950477e-09,3.82e-06,3.604054477225594e-09,3.82e-06,4.019726497009904e-09,3.82e-06,4.455530016028037e-09
3.84e-06,2.069700228108704e-09,3.84e-06,2.86177023070094e-09,3.84e-06,3.624096716864143e-09,3.84e-06,4.042145854330481e-09,3.84e-06,4.479213489700951e-09
3.86e-06,2.082196800184319e-09,3.86e-06,2.877895578402655e-09,3.86e-06,3.643442916541245e-09,3.86e-06,4.063955143644166e-09,3.86e-06,4.502088545608949e-09
3.88e-06,2.096613986940582e-09,3.88e-06,2.896542470499082e-09,3.88e-06,3.665871977546446e-09,3.88e-06,4.088862490270072e-09,3.88e-06,4.528868125006196e-09
3.9e-06,2.109305872797041e-09,3.9e-06,2.912489131648936e-09,3.9e-06,3.684822799501812e-09,3.9e-06,4.109600070731001e-09,3.9e-06,4.55259188852169e-09
