leafValue(clip(getData(":pwr" ?result "tran") (VAR("T") / 2) (32.5 * VAR("T"))) "Design_Point" 1.0) X,leafValue(clip(getData(":pwr" ?result "tran") (VAR("T") / 2) (32.5 * VAR("T"))) "Design_Point" 1.0) Y
2.401216797450722e-07,1.32811377621312e-05
2.401284838515474e-07,1.341059725587427e-05
2.401392419257737e-07,1.347289269295511e-05
2.4015e-07,1.343474570855444e-05
2.401530028442223e-07,1.270833217476829e-05
2.401580941513774e-07,1.190066596090704e-05
2.401627584101101e-07,1.157324182221252e-05
2.401720869275755e-07,1.131359378640837e-05
2.401806252777357e-07,1.123893616483289e-05
2.401932490922092e-07,1.1200717847205e-05
2.402110841069868e-07,1.117533250625192e-05
2.402405972321583e-07,1.114213041798633e-05
2.402954213969163e-07,1.107948407728638e-05
2.404041261707773e-07,1.095709316701423e-05
2.406079698920074e-07,1.072734047192389e-05
2.410031265547376e-07,1.028759328723026e-05
2.417628371013866e-07,9.481426440727803e-06
2.41983106445229e-07,9.30686500208261e-06
2.421405510745709e-07,9.240620264500494e-06
2.422944079435108e-07,9.230499391970768e-06
2.424516424525845e-07,9.217604177637089e-06
2.426076601848254e-07,9.165296553397894e-06
2.426679636006891e-07,9.636351312356431e-06
2.42698115308621e-07,1.035173928527567e-05
2.427110960001176e-07,1.075444357598814e-05
2.427370573831107e-07,1.150484099669885e-05
2.427582555276924e-07,1.162368945734653e-05
2.427637587696828e-07,1.146007183384711e-05
2.427747652536634e-07,1.09365285762787e-05
2.427899195830421e-07,1.067053392487326e-05
2.427979138116917e-07,1.166769311386719e-05
2.428031026188407e-07,1.261701797670878e-05
2.428088492390762e-07,1.321092435355027e-05
2.428140024128872e-07,1.296028603587524e-05
2.428207378391209e-07,1.160254553125734e-05
2.428262088618716e-07,9.934234977324409e-06
2.428317867185247e-07,8.233393754374257e-06
2.428358482039504e-07,7.480181351168265e-06
2.428392138267955e-07,7.148872791298549e-06
2.428423814689599e-07,6.920938991043209e-06
2.428457327807551e-07,6.720312793455656e-06
2.428495335275272e-07,6.522501579166858e-06
2.428561427729282e-07,6.222573254974763e-06
2.428662956189332e-07,5.840582894455171e-06
2.428805276707043e-07,5.496229819302738e-06
2.428924411985042e-07,5.377511732364125e-06
2.428983979624041e-07,5.337418842036294e-06
2.42910311490204e-07,5.275882909662112e-06
2.429217765451186e-07,5.232946842403126e-06
2.429447066549478e-07,5.174983118540946e-06
2.42971914011989e-07,5.130663902334455e-06
2.430221125221793e-07,5.07821363097849e-06
2.430858308385271e-07,5.036602357933448e-06
2.431732949562881e-07,5.00186702917937e-06
2.432896470851834e-07,4.976381936957952e-06
2.434366282992633e-07,4.962500281235424e-06
2.436586561821439e-07,4.959574806238708e-06
2.438662421418573e-07,4.959571545569588e-06
2.440350427364809e-07,4.959571640960852e-06
2.442310036106736e-07,4.95957510739136e-06
2.446229253590589e-07,4.95958288149219e-06
2.454067688558295e-07,4.959596821074271e-06
2.464533844279148e-07,4.959614774972334e-06
2.475e-07,4.959631364549015e-06
2.47509375e-07,4.961259736430045e-06
2.475244674635083e-07,4.962493488829118e-06
2.475546523905248e-07,5.282090914260753e-06
2.475621832045967e-07,6.346474821159384e-06
2.475682486496731e-07,8.48098057193355e-06
2.475727758613992e-07,1.101104002485236e-05
2.47578583589332e-07,1.472286045421982e-05
2.475830188924598e-07,1.701260079208357e-05
2.475880286775356e-07,1.83181342477964e-05
2.47590180260484e-07,1.912994106753036e-05
2.475909806439473e-07,1.994512267032879e-05
2.475918300634085e-07,2.108534668274019e-05
2.475924939593084e-07,2.218892251484322e-05
2.475938217511082e-07,2.513907610072502e-05
2.475961672745952e-07,3.282277033450125e-05
2.475979581420239e-07,3.892956494575587e-05
2.476001802604841e-07,4.555103170619661e-05
2.476005601593643e-07,4.551951228544798e-05
2.476012281476756e-07,4.558930182478863e-05
2.476018335374677e-07,4.542362216987851e-05
2.476030443170519e-07,4.422163224387816e-05
2.476044025252937e-07,4.494262250551082e-05
2.47606158341355e-07,5.476370119344457e-05
2.476074289581277e-07,6.291225189987418e-05
2.476087536372751e-07,6.584567329942675e-05
2.476103113465436e-07,6.081983947735145e-05
2.476118498778191e-07,5.739590894259334e-05
2.476130915957023e-07,6.674843745600339e-05
2.476140935070616e-07,7.163510563649336e-05
2.476148031717045e-07,6.912049703715941e-05
2.476157737959615e-07,5.957574303517863e-05
2.476166271308205e-07,4.813158841006284e-05
2.476174343963297e-07,3.771329079814023e-05
2.476180990048984e-07,3.066689741406059e-05
2.476187853501684e-07,2.609994763440074e-05
2.476195683147905e-07,2.409939635189757e-05
2.476202131172427e-07,2.363643485705945e-05
2.476209783077471e-07,2.352901812799578e-05
2.476217151902229e-07,2.36036643765249e-05
2.476226586542332e-07,2.380717047411788e-05
2.476238590573446e-07,2.413965451317034e-05
2.476257751786481e-07,2.472098281337605e-05
2.47628265598047e-07,2.548850700574922e-05
2.476314569472644e-07,2.645421116692758e-05
2.476357851725539e-07,2.771122025274706e-05
2.476426126136035e-07,2.952618534490623e-05
2.4765e-07,3.118387680632461e-05
2.476535190540742e-07,3.046901051231417e-05
2.476577484164303e-07,2.964440563011264e-05
2.476617602426751e-07,2.890178781374312e-05
2.476697838951645e-07,2.75299585830926e-05
2.476813032099637e-07,2.573935760510995e-05
2.476966760374932e-07,2.353658022375399e-05
2.477117747990404e-07,2.151073937464642e-05
2.477290366545355e-07,1.934717605186899e-05
2.477512363418275e-07,1.681065694658489e-05
2.477883827570099e-07,1.322630277731201e-05
2.478472499569861e-07,9.234588659916249e-06
2.479649843569385e-07,5.803985547947476e-06
2.480856241504796e-07,5.080623106087814e-06
2.481943977291944e-07,4.978861983143795e-06
2.483034544201073e-07,4.962551751574912e-06
2.484325543219276e-07,4.95991914305606e-06
2.486048626887624e-07,4.959657915005584e-06
2.48853580783798e-07,4.959650943725387e-06
2.492207564912747e-07,4.959656101528289e-06
2.498916109462705e-07,4.959664822945139e-06
2.512333198562621e-07,4.959681548372811e-06
2.53116659928131e-07,4.959702070190721e-06
2.55e-07,4.959720285292997e-06
2.550375e-07,4.974911875584158e-06
2.550470076562344e-07,5.069441108856945e-06
2.550660229687032e-07,8.51408295859015e-06
2.550712214355344e-07,1.129418231689623e-05
2.550758657347689e-07,1.428358025674789e-05
2.550812589305371e-07,1.760142482580843e-05
2.550865338877061e-07,1.987219340923771e-05
2.550960834182964e-07,1.934815756996967e-05
2.550999601472881e-07,1.698609652717094e-05
2.551024878040676e-07,1.5126562330968e-05
2.551055034268076e-07,1.343223504423081e-05
2.551079636697023e-07,1.281050461632616e-05
2.551105183432092e-07,1.27991746467552e-05
2.551129326407305e-07,1.293166397285519e-05
2.551154522998319e-07,1.306114031431924e-05
2.551179958123992e-07,1.316818821962611e-05
2.551216798072735e-07,1.328575100557355e-05
2.551284839644884e-07,1.341615822434754e-05
2.551392419822442e-07,1.347996753891432e-05
2.5515e-07,1.34433103061943e-05
2.551530028363411e-07,1.271632272613333e-05
2.55158094127197e-07,1.190805707419782e-05
2.551627583720078e-07,1.158054163712245e-05
2.551720868616293e-07,1.132117196088173e-05
2.551806247151907e-07,1.124697976333857e-05
2.551932476834964e-07,1.120954332550017e-05
2.552110817886188e-07,1.118529837172341e-05
2.55240592988415e-07,1.115400305295876e-05
2.55295412447279e-07,1.109488255654565e-05
2.554041115963203e-07,1.097945323482089e-05
2.556079441969737e-07,1.076261255997314e-05
2.560030826803814e-07,1.034736046029877e-05
2.567627674294987e-07,9.575518607143529e-06
2.569863459672828e-07,9.382987877629613e-06
2.571710324137336e-07,9.271272625549617e-06
2.573382429305498e-07,9.229853005902675e-06
2.575187920758919e-07,9.220539419641265e-06
2.576795011793664e-07,9.15747669048242e-06
2.577267526653101e-07,9.13575482846761e-06
2.578212556371974e-07,9.770197425498604e-06
2.57845866709449e-07,1.037236231657564e-05
2.578581722455749e-07,1.073406217502359e-05
2.578827833178265e-07,1.140602049491356e-05
2.579053731831742e-07,1.156590693536444e-05
2.579111046517912e-07,1.142075031742077e-05
2.579225675890253e-07,1.091964868377348e-05
2.579374552990171e-07,1.052132567711649e-05
2.57950052310881e-07,1.189996435788705e-05
2.579560769907304e-07,1.280958379758327e-05
2.579622872665385e-07,1.296614497778524e-05
2.579683751784606e-07,1.216475893641622e-05
2.57974252314498e-07,1.07165477123503e-05
2.579799564403187e-07,9.00206302770092e-06
2.579834108549828e-07,8.078144726955182e-06
2.579870443431329e-07,7.467527605333823e-06
2.579904751256613e-07,7.138863918885414e-06
2.579944659330382e-07,6.866581002338097e-06
2.579979105596775e-07,6.676418312948681e-06
2.580020374973827e-07,6.479643457870792e-06
2.580088833659685e-07,6.196449433103857e-06
2.580207870169987e-07,5.794438272086393e-06
2.58035477546495e-07,5.48393884012237e-06
2.580482008585573e-07,5.367915966113053e-06
2.580545625145884e-07,5.327110329138547e-06
2.580668604605097e-07,5.266544922767784e-06
2.580792965712657e-07,5.222522244742154e-06
2.581041687927776e-07,5.164355922336055e-06
2.581358930847576e-07,5.118316275342449e-06
2.581900852292544e-07,5.069100689377365e-06
2.582592698359299e-07,5.030081064675977e-06
2.583538644786993e-07,4.997860520236159e-06
2.584809498601651e-07,4.974247393793954e-06
2.586392760988236e-07,4.961939079119708e-06
2.58881725561872e-07,4.959558025133003e-06
2.590965207507494e-07,4.959558532067331e-06
2.592777793657425e-07,4.959559133745027e-06
2.594886990890507e-07,4.959563125216524e-06
2.599105385356672e-07,4.959571830561344e-06
2.607542174289002e-07,4.959587487659597e-06
2.616271087144501e-07,4.959603120082808e-06
2.625e-07,4.959617751543326e-06
2.62509375e-07,4.961244825194509e-06
2.625244674635083e-07,4.962473491106128e-06
2.625546523905248e-07,5.281920402358661e-06
2.625621783769266e-07,6.344474482224744e-06
2.625682487632262e-07,8.478545584561172e-06
2.625727756871583e-07,1.10060663055224e-05
2.62578583780519e-07,1.471312250552604e-05
2.625830191376811e-07,1.69974587660752e-05
2.625880286900936e-07,1.829538889472e-05
2.625901802495631e-07,1.910374198966741e-05
2.62590980622446e-07,1.975120117329126e-05
2.625918300291549e-07,2.074968401764761e-05
2.625924939197764e-07,2.180113858130166e-05
2.625938217010193e-07,2.474951128235478e-05
2.625963081667878e-07,3.303424168909266e-05
2.625984880290842e-07,4.085014033466625e-05
2.626001802495631e-07,4.494530119725933e-05
2.626005658170154e-07,4.542322780696241e-05
2.626011791164964e-07,4.586408888246745e-05
2.626017054469978e-07,4.586045088252141e-05
2.626027581080007e-07,4.500620625624677e-05
2.626047118294746e-07,4.657825188875475e-05
2.626063773978786e-07,5.696821154102646e-05
2.626077218325243e-07,6.484755198509879e-05
2.626090587789422e-07,6.641741330948483e-05
2.626106723690392e-07,6.024901013698612e-05
2.626121323350801e-07,5.97540913021892e-05
2.626133777506603e-07,7.004428778472211e-05
2.626142749228442e-07,7.289411155742584e-05
2.626150013570584e-07,6.941013960127878e-05
2.626159185630937e-07,5.977262711258806e-05
2.626167624058319e-07,4.842018625242906e-05
2.626175474658896e-07,3.848163284209881e-05
2.626182058073936e-07,3.17121176493596e-05
2.626189040481204e-07,2.738417696568003e-05
2.62619699918278e-07,2.558803949544218e-05
2.626203533723671e-07,2.519697986354024e-05
2.626211095898999e-07,2.512891479458976e-05
2.626218582366213e-07,2.522516087600471e-05
2.626228278484386e-07,2.545404822962311e-05
2.626240860607672e-07,2.582315397639177e-05
2.626261003539038e-07,2.646172508025118e-05
2.626286456625169e-07,2.727717687799842e-05
2.626319421148229e-07,2.831390973920376e-05
2.62636442740107e-07,2.967501006745539e-05
2.626437080661016e-07,3.169348283106345e-05
2.6265e-07,3.320955390411473e-05
2.626532476753449e-07,3.252326738091141e-05
2.626572205216107e-07,3.171999426948416e-05
2.626609148392857e-07,3.101127572786523e-05
2.626683034746357e-07,2.970341947435138e-05
2.626790225616478e-07,2.799178832817523e-05
2.6269480646788e-07,2.569921699618044e-05
2.627097303238461e-07,2.367929621514834e-05
2.62726665132855e-07,2.152452176242356e-05
2.627476982499294e-07,1.904231002168806e-05
2.62781220054779e-07,1.555345020944676e-05
2.628409901215261e-07,1.084324789271295e-05
2.629602961540991e-07,6.318240597084565e-06
2.63118094399796e-07,5.076301030563064e-06
2.632339441412273e-07,4.97776168751991e-06
2.633515574468534e-07,4.962240603060764e-06
2.634806822020257e-07,4.959919701864653e-06
2.636640627177501e-07,4.959645596752894e-06
2.639255375738129e-07,4.9596393414463e-06
2.643204912159414e-07,4.959645030276346e-06
2.65017980930537e-07,4.959654806602906e-06
2.664129603597282e-07,4.959672926453703e-06
2.682064801798641e-07,4.959693711284038e-06
2.7e-07,4.959711938951789e-06
2.700375e-07,4.974895404039243e-06
2.700470076562344e-07,5.069420527157528e-06
2.700660229687032e-07,8.5139980097886e-06
2.700712214489967e-07,1.129410030563116e-05
2.700758657539626e-07,1.428354638117431e-05
2.700812589490967e-07,1.760153584729316e-05
2.700865339129258e-07,1.987256473018904e-05
2.700960834656796e-07,1.934928680060483e-05
2.70099960183293e-07,1.698762394391443e-05
2.701024878380544e-07,1.512837193551954e-05
2.701055034514445e-07,1.343440290566765e-05
2.701079636977309e-07,1.281296159098588e-05
2.701105183803033e-07,1.280193249739704e-05
2.701129326752816e-07,1.293470822991423e-05
2.701154523357242e-07,1.306448693717056e-05
2.701179958519818e-07,1.317184328220735e-05
2.701216798637876e-07,1.328985801051926e-05
2.701284840438814e-07,1.342111265426571e-05
2.701392420219407e-07,1.34862764730133e-05
2.7015e-07,1.345095146134678e-05
2.701530028308009e-07,1.272345101000475e-05
2.701580941101992e-07,1.191465193087773e-05
2.701627583452233e-07,1.158705583501981e-05
2.701720868152716e-07,1.132793629145333e-05
2.701806242251653e-07,1.125416072247144e-05
2.701932464452748e-07,1.121731387371797e-05
2.702110831830961e-07,1.1194280309881e-05
2.702406527263979e-07,1.116448370513575e-05
2.702958834177643e-07,1.11082150284137e-05
2.704048834450167e-07,1.099859462894528e-05
2.706096234901649e-07,1.079253010957506e-05
2.710065623961051e-07,1.039739109255226e-05
2.71769160703301e-07,9.658146602947639e-06
2.719960638430811e-07,9.45982335612639e-06
2.722242458848103e-07,9.302707281496542e-06
2.724092109354449e-07,9.235664913986824e-06
2.726163289278657e-07,9.214767696857441e-06
2.72787613858428e-07,9.161340868205829e-06
2.729752057301775e-07,9.909139059016009e-06
2.730195612225739e-07,1.107631257257115e-05
2.730347632291619e-07,1.141138795827209e-05
2.730554328174719e-07,1.14476746028845e-05
2.730775189637407e-07,1.059605052157252e-05
2.730955174007027e-07,1.108861690211778e-05
2.73101666280243e-07,1.20711260542803e-05
2.731068401273136e-07,1.273646559661351e-05
2.73112118360428e-07,1.286233433051743e-05
2.731172671978514e-07,1.235892076499339e-05
2.731232281656964e-07,1.115224100159438e-05
2.731291048686461e-07,9.557457452033857e-06
2.731349819607841e-07,8.026655904612608e-06
2.731391456173804e-07,7.383337006761433e-06
2.731428326755406e-07,7.065078591194245e-06
2.731479519631273e-07,6.753770357940358e-06
2.731515738743932e-07,6.578233039943286e-06
2.731562544397926e-07,6.38101781307285e-06
2.731647600347204e-07,6.073663479340512e-06
2.731797420668261e-07,5.654060837805863e-06
2.731937992481721e-07,5.441417353015309e-06
2.732084507193052e-07,5.332497162964866e-06
2.732212648290912e-07,5.267708046078618e-06
2.73233887201822e-07,5.222414915511716e-06
2.732508436892936e-07,5.179265505124999e-06
2.732847566642366e-07,5.12485607833915e-06
2.733345985802388e-07,5.077411584031644e-06
2.734036301335464e-07,5.036916884241582e-06
2.734940616716275e-07,5.004555234879647e-06
2.736164963984796e-07,4.979648308917192e-06
2.737702823204175e-07,4.964531973200733e-06
2.73994245620655e-07,4.95963506555211e-06
2.740679097917506e-07,4.959566077616109e-06
2.742152381339418e-07,4.959545838619797e-06
2.743776961159659e-07,4.959546856761884e-06
2.746462366067971e-07,4.959549484547959e-06
2.751030538201808e-07,4.959561309621756e-06
2.758613678933637e-07,4.959574016354477e-06
2.766806839466818e-07,4.959589486147457e-06
2.775e-07,4.959604043842703e-06
2.77509375e-07,4.961229853007521e-06
2.775244674635083e-07,4.962456670593852e-06
2.775546523905247e-07,5.28175409944661e-06
2.775621766925836e-07,6.343283620121472e-06
2.775682488231396e-07,8.476258919517879e-06
2.775727756181696e-07,1.100148877019594e-05
2.775785838269543e-07,1.470395046285737e-05
2.775830191992271e-07,1.698323143897387e-05
2.775880286929445e-07,1.827407569865668e-05
2.775901802458557e-07,1.907917042207173e-05
2.775909806160029e-07,1.972489429207263e-05
2.775918300194025e-07,2.072281123920377e-05
2.775924939085935e-07,2.177401942801338e-05
2.775938216869754e-07,2.472063572090989e-05
2.775962922352603e-07,3.293964272213482e-05
2.775984769664222e-07,4.078839106609641e-05
2.776001802458557e-07,4.49217233004311e-05
2.776005664037103e-07,4.539529221719599e-05
2.776011816408186e-07,4.582265859661005e-05
2.776017098390882e-07,4.581131566034454e-05
2.776027662356273e-07,4.494276191505394e-05
2.776047331457972e-07,4.66189266837046e-05
2.776063886112478e-07,5.701617344241363e-05
2.776077326098454e-07,6.483536318681233e-05
2.77609071412587e-07,6.630947769762057e-05
2.776106865552354e-07,6.007297554209381e-05
2.776121408574469e-07,5.978427978982904e-05
2.776133863193186e-07,7.012150289910422e-05
2.776142770503856e-07,7.283910432034946e-05
2.776150053645565e-07,6.926651692990919e-05
2.776159196033192e-07,5.959128136460916e-05
2.77616762192233e-07,4.823379158687245e-05
2.776175450584599e-07,3.83269521154928e-05
2.776182024334282e-07,3.158226065553794e-05
2.776189016348895e-07,2.727864567406705e-05
2.776196987798709e-07,2.550427765514888e-05
2.776203601804631e-07,2.512040052712703e-05
2.776211149223396e-07,2.506118351949273e-05
2.776218661815656e-07,2.516345506119534e-05
2.776228382022793e-07,2.539893143251026e-05
2.77624107454618e-07,2.577824424123171e-05
2.776261390889876e-07,2.643295379958942e-05
2.776286951219513e-07,2.726549840856886e-05
2.776320116131806e-07,2.832751193318577e-05
2.776365473132456e-07,2.972760957068105e-05
2.776439031490741e-07,3.182256811881421e-05
2.7765e-07,3.334403617876147e-05
2.776531969314258e-07,3.269216019632879e-05
2.776571231837716e-07,3.192571937267214e-05
2.776607588804862e-07,3.125195929009289e-05
2.776680302739154e-07,3.000830156245938e-05
2.776785993201903e-07,2.837918085034709e-05
2.776945084930996e-07,2.615316120342309e-05
2.777094063001959e-07,2.421086571327689e-05
2.777262837381344e-07,2.213707412680689e-05
2.777470781550288e-07,1.975348270445312e-05
2.77780216052634e-07,1.635986245762862e-05
2.778390706070546e-07,1.164583730668508e-05
2.779559523254945e-07,6.752983288343163e-06
2.780683350600927e-07,5.356276857655693e-06
2.781970241598099e-07,5.017767978805473e-06
2.783130872008488e-07,4.969412388734153e-06
2.784434715649971e-07,4.960854367950661e-06
2.786020095352796e-07,4.959705994674611e-06
2.788210592919874e-07,4.959628759761159e-06
2.791395723570323e-07,4.959630159160638e-06
2.796384293243047e-07,4.95963766966403e-06
2.806183595577766e-07,4.959651746029732e-06
2.825782200247205e-07,4.959677129991653e-06
2.85e-07,4.959703891846642e-06
2.850375e-07,4.974879863611718e-06
2.850470076562344e-07,5.069400549384414e-06
2.850660229687032e-07,8.513926892229295e-06
2.850712213644398e-07,1.129396259360306e-05
2.850758656904825e-07,1.428346914796784e-05
2.850812589022561e-07,1.760161454780373e-05
2.850865338328788e-07,1.987288249142111e-05
2.850960832833117e-07,1.935041071833623e-05
2.850999600440147e-07,1.698913056785051e-05
2.851024877066256e-07,1.513012200975129e-05
2.851055033554961e-07,1.343641070729029e-05
2.851079636194205e-07,1.281519062321361e-05
2.8511051829855e-07,1.280441671205161e-05
2.851129326082609e-07,1.293744919821875e-05
2.85115452297052e-07,1.306750142797546e-05
2.851179957991693e-07,1.317513445658242e-05
2.851216797510067e-07,1.329355367765635e-05
2.851284838125e-07,1.342556920299036e-05
2.851392419062499e-07,1.349195264840354e-05
2.8515e-07,1.3457819503275e-05
2.85153002846947e-07,1.272985852517471e-05
2.851580941597373e-07,1.192057715141926e-05
2.851627584232833e-07,1.15929075568362e-05
2.851720869503754e-07,1.133401403252647e-05
2.851806240613687e-07,1.126061316401329e-05
2.851932456459812e-07,1.122439382029557e-05
2.85211081844098e-07,1.120227862442215e-05
2.852406507117699e-07,1.117401421735517e-05
2.852958816067885e-07,1.112059766983442e-05
2.854048804250098e-07,1.101658990336635e-05
2.856096203770883e-07,1.082094876445779e-05
2.860065611389968e-07,1.04457014075961e-05
2.867691642060425e-07,9.740024080963919e-06
2.869983620938735e-07,9.541779896864039e-06
2.872887128503679e-07,9.330944206471212e-06
2.874944286511203e-07,9.24301937802374e-06
2.87731309090945e-07,9.207855186078875e-06
2.879149027451208e-07,9.153050251696771e-06
2.881090940821096e-07,9.706062321169975e-06
2.881632465320471e-07,1.096815807392847e-05
2.88179809264123e-07,1.132559536356199e-05
2.882018711309554e-07,1.13901711714624e-05
2.882258511953573e-07,1.052868007955266e-05
2.882446473993871e-07,1.106323386665021e-05
2.882510302877919e-07,1.202545062872942e-05
2.882564369474629e-07,1.264051811932725e-05
2.882618944087556e-07,1.270378192993316e-05
2.882671787894173e-07,1.217126762731856e-05
2.88273293711602e-07,1.097930500571189e-05
2.882793787198518e-07,9.419158529798679e-06
2.882836207082995e-07,8.320024940107518e-06
2.882881717360107e-07,7.512708373802888e-06
2.88291585473031e-07,7.17403432697031e-06
2.882950846947674e-07,6.930317560786761e-06
2.882988287928944e-07,6.725353333995837e-06
2.883027589785294e-07,6.54780982840719e-06
2.883088853977493e-07,6.312913682313502e-06
2.883179586957319e-07,6.019463791480118e-06
2.883340452483917e-07,5.620741873758416e-06
2.883483794796549e-07,5.432655435728334e-06
2.883642543423292e-07,5.321180908560274e-06
2.883816647112539e-07,5.242205321821739e-06
2.883951688516971e-07,5.200926485577677e-06
2.884165469708335e-07,5.155892399581107e-06
2.884593032091063e-07,5.101918311797361e-06
2.885206282187915e-07,5.057154077929417e-06
2.886013184009877e-07,5.02129037481601e-06
2.887071468048356e-07,4.993182776359621e-06
2.888492367372953e-07,4.972535455329817e-06
2.890266223275075e-07,4.961671528375118e-06
2.893040386220952e-07,4.959531559629455e-06
2.895474174663971e-07,4.959533757393123e-06
2.897525095299187e-07,4.959535271076043e-06
2.899901585440422e-07,4.959540279714769e-06
2.904654565722891e-07,4.959550783307428e-06
2.914160526287831e-07,4.959570215568257e-06
2.925e-07,4.959590408830247e-06
2.92509375e-07,4.961215414005356e-06
2.925244674635083e-07,4.962450392070947e-06
2.925546523905247e-07,5.281570913615272e-06
2.925621885244597e-07,6.345349303344901e-06
2.925682488599542e-07,8.474076689082717e-06
2.925727758522957e-07,1.099729702494901e-05
2.925785829562878e-07,1.469459802847531e-05
2.925830181308739e-07,1.696908510797033e-05
2.925880286339381e-07,1.825348135542889e-05
2.925901802746925e-07,1.905541108272695e-05
2.925909806892714e-07,1.970055323604055e-05
2.925918301459566e-07,2.069649514616048e-05
2.925924940558661e-07,2.174583758212922e-05
2.925938218756852e-07,2.468916259367537e-05
2.925963025349538e-07,3.293712437142461e-05
2.925984847342564e-07,4.074247691381882e-05
2.926001802746925e-07,4.482656454628215e-05
2.926005660242596e-07,4.530040907057894e-05
2.926011799485109e-07,4.57336121373542e-05
2.926017068436131e-07,4.572164992643063e-05
2.926027606338174e-07,4.485128266778762e-05
2.92604710547176e-07,4.644019222927168e-05
2.926063704368221e-07,5.681008815929794e-05
2.926077125241177e-07,6.466238226757774e-05
2.926090484571958e-07,6.620368309793617e-05
2.92610659428146e-07,6.00143022549211e-05
2.926121171445328e-07,5.956489352247206e-05
2.926133610565603e-07,6.989187392386216e-05
2.926142567357369e-07,7.273082639800477e-05
2.926149825809106e-07,6.923163408962959e-05
2.926158995472587e-07,5.956616508153105e-05
2.926167429871121e-07,4.818758560979823e-05
2.926175275465758e-07,3.82310356381693e-05
2.926181851378476e-07,3.146015031996106e-05
2.926188829747119e-07,2.713473666635019e-05
2.926196786303288e-07,2.534426108285755e-05
2.926203329539522e-07,2.495831125001428e-05
2.926210886412878e-07,2.489685662327008e-05
2.92621837227169e-07,2.499938881918407e-05
2.9262280644981e-07,2.523632232933741e-05
2.92624065056839e-07,2.561634576028432e-05
2.926260794420585e-07,2.627316994785678e-05
2.92628625658666e-07,2.711383372037366e-05
2.926319239566392e-07,2.818666291520923e-05
2.926364290118694e-07,2.960362001099123e-05
2.926437049337577e-07,3.172853750930649e-05
2.9265e-07,3.335232496314003e-05
2.926532484836473e-07,3.271572026921956e-05
2.926572230222285e-07,3.19702511356657e-05
2.926609183618712e-07,3.131289153355861e-05
2.926683090411566e-07,3.010134790920913e-05
2.92679031808344e-07,2.851929668036972e-05
2.926948850894672e-07,2.639409712144066e-05
2.927098076423016e-07,2.452675346596132e-05
2.927267222743108e-07,2.252795967726507e-05
2.927476886868941e-07,2.020839766999146e-05
2.927811385911454e-07,1.687762581421908e-05
2.928407280350933e-07,1.215380373730869e-05
2.929595782556426e-07,7.022985123178057e-06
2.930723645974605e-07,5.460361356536569e-06
2.932110084136527e-07,5.029964116926822e-06
2.933322163422217e-07,4.971623522308283e-06
2.934676636167884e-07,4.961163118372185e-06
2.936282267873118e-07,4.959728836202745e-06
2.938504949947608e-07,4.95961727944177e-06
2.941686703708072e-07,4.959618359148446e-06
2.946675495688567e-07,4.959626320017582e-06
2.955905901276801e-07,4.959640332510415e-06
2.974366712453271e-07,4.959665747594862e-06
3e-07,4.959695849486962e-06
3.000375e-07,4.974864359826688e-06
3.000470076562344e-07,5.069382014900357e-06
3.000660229687032e-07,8.51385316872767e-06
3.00071221353241e-07,1.129387622691296e-05
3.000758656797608e-07,1.42834191803693e-05
3.000812588932283e-07,1.760168487091088e-05
3.000865338190998e-07,1.987316616070974e-05
3.00096083285245e-07,1.935133151399132e-05
3.000999600471083e-07,1.699037616351988e-05
3.001024877096925e-07,1.513159372500569e-05
3.001055033586363e-07,1.343816225968705e-05
3.001079636275367e-07,1.281717026819567e-05
3.001105183124399e-07,1.280663772725847e-05
3.001129326226419e-07,1.29399018268131e-05
3.001154523163521e-07,1.307019891318203e-05
3.001179958190732e-07,1.317808152058259e-05
3.001216797734973e-07,1.329686621625756e-05
3.00128483837587e-07,1.34295676991766e-05
3.001392419187935e-07,1.349704810434894e-05
3.0015e-07,1.346399357471841e-05
3.001530028451965e-07,1.273561746862504e-05
3.001580941543663e-07,1.19259052080975e-05
3.001627584148199e-07,1.159817114168659e-05
3.001720869357271e-07,1.133948128145395e-05
3.001806236865161e-07,1.126641811484184e-05
3.00193244678867e-07,1.123076431252918e-05
3.002110803148572e-07,1.120947918466402e-05
3.002406484762276e-07,1.118259538597786e-05
3.002958749347237e-07,1.113175917812484e-05
3.004048703499769e-07,1.103281665262926e-05
3.006096022641862e-07,1.084661473237068e-05
3.010065281621209e-07,1.048935757876758e-05
3.01769112281077e-07,9.815238962180416e-06
3.020006102278651e-07,9.620018510528281e-06
3.024636061214414e-07,9.297705750471582e-06
3.026998269097637e-07,9.220383000261021e-06
3.029589318478004e-07,9.175358891724729e-06
3.031512255018353e-07,9.098417942972397e-06
3.032087624074273e-07,9.245766697435351e-06
3.032375308602233e-07,9.515648745459725e-06
3.032775931710248e-07,1.024043311456628e-05
3.033071611936154e-07,1.095237902843398e-05
3.033387474016456e-07,1.141513253127119e-05
3.033453810720904e-07,1.136264176344779e-05
3.033586484129799e-07,1.100282839897496e-05
3.033735656845906e-07,1.04367438335053e-05
3.033908545121385e-07,1.092498127930632e-05
3.033975609741807e-07,1.184624861283462e-05
3.034032054174247e-07,1.248570770005253e-05
3.034088518102279e-07,1.260561455914937e-05
3.034143247409755e-07,1.214416707237493e-05
3.034206555768481e-07,1.103662339344301e-05
3.034269459209145e-07,9.548182634299445e-06
3.034333466639325e-07,8.040203475589406e-06
