delay X,delay Y
1.1e-05,2.278129022585407e-09
1.102e-05,2.279072848847403e-09
1.104e-05,2.280031243561047e-09
1.106e-05,2.273224810631175e-09
1.108e-05,2.273021872246286e-09
1.11e-05,2.273796300754019e-09
1.112e-05,2.274835548131092e-09
1.114e-05,2.275688771947175e-09
1.116e-05,2.276768576044548e-09
1.118e-05,2.277649849729973e-09
1.12e-05,2.278779855116864e-09
1.122e-05,2.279771758939975e-09
1.124e-05,2.280705667656422e-09
1.126e-05,2.281700711068002e-09
1.128e-05,2.282773568645258e-09
1.13e-05,2.283861562736009e-09
1.132e-05,2.284887449218287e-09
1.134e-05,2.285926081367297e-09
1.136e-05,2.286940752100898e-09
1.138e-05,2.2868179905209e-09
1.14e-05,2.2879614175143e-09
1.142e-05,2.28898366240695e-09
1.144e-05,2.289868582007656e-09
1.146e-05,2.291013054969577e-09
1.148e-05,2.292006046226202e-09
1.15e-05,2.293001957138768e-09
1.152e-05,2.294029446124277e-09
1.154e-05,2.294803738875963e-09
1.156e-05,2.295841921676859e-09
1.158e-05,2.296947298567977e-09
1.16e-05,2.297924291717897e-09
