Point,Corner,d0,d2,d1,d3,d4,mc_iteration,delay,P_avg,P_out
140,tt_mc,0,0,1,1,1,20,7.1287E-09,8.74035E-07,3.47167E-08
380,tt_mc,1,0,0,1,1,20,6.83101E-09,8.40698E-07,2.93256E-08
60,tt_mc,0,0,0,1,1,20,6.52099E-09,9.12019E-07,3.47718E-08
580,tt_mc,1,1,1,0,1,20,6.23004E-09,9.45568E-07,4.89237E-08
260,tt_mc,0,1,1,0,1,20,5.95068E-09,9.52535E-07,3.98559E-08
500,tt_mc,1,1,0,0,1,20,5.64411E-09,9.44953E-07,4.08975E-08
180,tt_mc,0,1,0,0,1,20,5.35905E-09,8.92301E-07,4.19292E-08
420,tt_mc,1,0,1,0,1,20,5.07205E-09,9.86092E-07,4.59193E-08
100,tt_mc,0,0,1,0,1,20,4.76602E-09,8.46419E-07,3.16745E-08
340,tt_mc,1,0,0,0,1,20,4.4553E-09,8.30643E-07,2.65431E-08
20,tt_mc,0,0,0,0,1,20,4.17488E-09,9.51107E-07,3.97273E-08
