leafValue(clip(abs(P_inst) 2e-08 ((256 * 5e-08) + 2e-08)) "delay" 1.25e-08) X,leafValue(clip(abs(P_inst) 2e-08 ((256 * 5e-08) + 2e-08)) "delay" 1.25e-08) Y
2.583459302285682e-06,0.002117674791096436
2.583479651142841e-06,0.002049524260453927
2.583499999999999e-06,0.002021695451072051
2.583515560034275e-06,0.001992703196521611
2.583533805992267e-06,0.001969143499664282
2.583551821714292e-06,0.001949086239709518
2.58358785315834e-06,0.001912290289109805
2.583651435865891e-06,0.001849990557077795
2.58373189888517e-06,0.001765255806042149
2.583840811844366e-06,0.001629715961077704
2.583991409333145e-06,0.001379963215988323
2.584211401851648e-06,0.0008964494599888241
2.584438626979502e-06,0.0004425201627667325
2.58465104571021e-06,0.000196108384935674
2.584890863551501e-06,6.796317515024344e-05
2.585111437742123e-06,2.681318044786659e-05
2.585371894744739e-06,6.860527503248733e-06
2.585702819741528e-06,2.615232624530292e-06
2.586187865122817e-06,6.283900645288997e-07
2.586882120863809e-06,1.291281504109973e-06
2.588196096293702e-06,6.15528126950856e-07
2.590190732449796e-06,1.286774186678789e-06
2.592595366224898e-06,6.16172415525439e-07
2.595e-06,1.285238082047307e-06
2.5950625e-06,1.19758170992579e-07
2.595168009581457e-06,1.119722954052348e-07
2.595220764372185e-06,1.112113976442577e-07
2.595326273953642e-06,1.105541671166034e-07
2.595405619834106e-06,5.664623309905678e-07
2.595433666710957e-06,9.361679581687796e-07
2.59545698764544e-06,1.270740412301085e-06
2.595479225857282e-06,1.41498345654711e-06
2.595501448806132e-06,1.442916773995222e-06
2.595527336000362e-06,1.46299060528129e-06
2.595556708979035e-06,1.433980890835692e-06
2.595577069695987e-06,1.279763116582424e-06
2.595582770664223e-06,1.172749009977841e-06
2.595594172600697e-06,9.500554560464644e-07
2.595605993778858e-06,5.866775889752258e-07
2.595618751262659e-06,4.374478207249368e-07
2.59563190403361e-06,3.235146069740964e-07
2.595642948801186e-06,2.859892447820776e-07
2.595663236146466e-06,2.025641078920705e-07
2.595703810837026e-06,1.745707400411906e-07
2.595759324220222e-06,1.396406937671299e-07
2.595865107382484e-06,1.650968664085167e-07
2.596e-06,1.900623080809423e-07
2.596027238890013e-06,2.857677024870658e-07
2.596077976093592e-06,3.216348924236982e-07
2.596124968927844e-06,3.335995373882509e-07
2.596218954596348e-06,3.357455567118646e-07
2.59628738948629e-06,3.364507314113652e-07
2.596424259266176e-06,3.369372420286955e-07
2.596655500929648e-06,3.385675837771591e-07
2.597117984256592e-06,3.404081068726016e-07
2.598042950910481e-06,3.424080621364711e-07
2.599892884218258e-06,3.425995348724591e-07
2.603435964602533e-06,4.693262372880568e-07
2.603943969027217e-06,6.265829613357665e-07
2.604959977876583e-06,1.538625221301299e-06
2.605851894974899e-06,3.112232258817407e-06
2.606629827121263e-06,4.832701245561047e-06
2.606738598731105e-06,5.285761867149393e-06
2.606792984536026e-06,5.672858103408257e-06
2.606901756145869e-06,6.695642353756752e-06
2.606946452159709e-06,7.132050249963265e-06
2.606986270530974e-06,7.338442661825691e-06
2.607025596470703e-06,7.442637895176544e-06
2.607074473417909e-06,7.295246411609601e-06
2.607121986751298e-06,6.890938619733093e-06
2.607141716677548e-06,6.562581832487145e-06
2.607151581640673e-06,6.407538474573952e-06
2.607164931938306e-06,5.980514766265987e-06
2.607179092181034e-06,5.359953161432466e-06
2.607192096418885e-06,4.909736677369437e-06
2.60720984345774e-06,4.487621627824419e-06
2.607222978749e-06,4.15632652044191e-06
2.607249249331521e-06,3.625075215847615e-06
2.60728753852291e-06,2.7901730129786e-06
2.607327783924088e-06,2.276404875935924e-06
2.607368567083712e-06,2.022169324263351e-06
2.607379874237386e-06,3.958847225734792e-07
2.607392196640051e-06,1.541379121757388e-06
2.607404127488171e-06,3.020101408725716e-08
2.607421144736063e-06,1.199913394865635e-06
2.607451569936206e-06,2.891200902624559e-07
2.607475784968103e-06,1.011399520379384e-06
2.6075e-06,3.307884917309883e-07
2.607517524623127e-06,1.662015849639052e-06
2.607537753420374e-06,1.81855304634296e-06
2.607557566183938e-06,1.749939667807572e-06
2.607597191711065e-06,1.793595870925494e-06
2.607670798964651e-06,1.738202955569595e-06
2.607810244440118e-06,1.412830958810582e-06
2.607856981104734e-06,2.04763083901229e-07
2.607928615552594e-06,6.934804918559255e-06
2.607959607675397e-06,1.081302852107174e-05
2.607979928837926e-06,1.229864779731826e-05
2.608000250000454e-06,1.343204334315279e-05
2.608002750000454e-06,2.408282262158333e-05
2.608005408675307e-06,3.54832032764248e-05
2.608006483183123e-06,9.597228450477236e-05
2.608007437065397e-06,8.820073957528983e-05
2.608008418715441e-06,0.0001502330152602561
2.608009334357947e-06,0.0001448919775063836
2.608010250000454e-06,0.0002083437811666823
2.608010514056983e-06,0.0001499957523074777
2.608010934506545e-06,0.0001436057230618157
2.608011318817179e-06,0.0001400930768051448
2.608012082437813e-06,0.0001355641568520043
2.608012971610878e-06,0.000136433647815219
2.608013870277043e-06,0.0001373153033605928
2.608014863695276e-06,0.0001408019924005464
2.60801584190107e-06,0.0001436717956168552
2.608017023947363e-06,0.0001454879897896002
2.608017971066206e-06,0.0001397050931537324
2.608018827266405e-06,0.0001408885622410723
2.608019479212138e-06,0.0001429398777798538
2.608020204801326e-06,0.0001444198202200055
2.6080208405071e-06,0.0001384213911481757
2.608021633600829e-06,0.0001279068803520652
2.608022646388218e-06,0.0001053073148788377
2.608023608311844e-06,8.936017661961096e-05
2.608024625664578e-06,7.453307027005524e-05
2.608025780109355e-06,6.714063785209091e-05
2.608027000809727e-06,5.980259429064975e-05
2.608028494081877e-06,5.779472018123576e-05
2.608030450911709e-06,5.538875534240135e-05
2.608032902993796e-06,6.270842942056104e-05
2.608036160830164e-06,7.012327995247706e-05
2.608038647931521e-06,7.355031373187849e-05
2.608041278497625e-06,7.029681817159542e-05
2.608044353249051e-06,6.809849309054105e-05
2.608047218759276e-06,6.378770239575272e-05
2.608050449480771e-06,6.400784331880834e-05
2.608054099347543e-06,6.315697546346553e-05
2.608058055162737e-06,6.754492313414786e-05
2.608062657487846e-06,7.087826886553693e-05
2.608068535625289e-06,8.078697465852862e-05
2.608071659029719e-06,8.519967338215876e-05
2.608074016911335e-06,9.255959327542321e-05
2.608076395432238e-06,9.784427332731906e-05
2.608078863378587e-06,0.0001077609761191959
2.608081149443737e-06,0.0001167872754430006
2.6080825174724e-06,0.0001288753939630733
2.608084227426421e-06,0.0001424292081505755
2.608085693389744e-06,0.0001582164989405332
2.608088240045598e-06,0.0001760972979104459
2.608090107444032e-06,0.0001815137518495476
2.608091761453e-06,0.00018063902250751
2.608093360765663e-06,0.0001786884597143011
2.608095214025519e-06,0.0001833576637277062
2.608096874354273e-06,0.0001959793905927464
2.608098693840776e-06,0.0002003889958590946
2.608100261469585e-06,0.0001959632552203811
2.608101659135832e-06,0.0001860126782618404
2.608103409676125e-06,0.0001793261244773673
2.608105098689485e-06,0.0001744295589436854
2.608106675778006e-06,0.0001729258847625088
2.608108513294293e-06,0.0001685361902613781
2.608111515823927e-06,0.0001655718446511905
2.608114681106818e-06,0.0001600276325257903
2.608118423844203e-06,0.0001568125001907771
2.608122769601794e-06,0.0001493037695221149
2.608128615848479e-06,0.0001412355905428161
2.608136706242212e-06,0.0001223263514108979
2.608146471635554e-06,9.562097505743911e-05
2.608156621275077e-06,5.372714164835027e-05
2.60816834225835e-06,9.626541309353153e-06
2.608180800778331e-06,9.312294821726714e-05
2.608190276734558e-06,0.0001672298003177292
2.608199604045526e-06,0.0002461623414217792
2.608211633693071e-06,0.0003490130817068875
2.60822222380042e-06,0.0004331336686146242
2.608234779657665e-06,0.0005212457442962451
2.6082473028308e-06,0.00059375241250013
2.608262349631683e-06,0.0006602553356063623
2.608280699502063e-06,0.0007104790517804906
2.608299946584024e-06,0.0007320319041814375
2.60831910658128e-06,0.000726244210272588
2.608335397315707e-06,0.0007072036576075748
2.608352733141165e-06,0.0006770635901535572
2.608371978105268e-06,0.000638853970356188
2.608393457857556e-06,0.0005922929158084944
2.608419655536731e-06,0.0005358750767408508
2.608452328317956e-06,0.000465644395879865
2.608476164158978e-06,0.0004169710604098497
2.6085e-06,0.0003687822651575324
2.608517526075589e-06,0.0003349727497401949
2.608537616216982e-06,0.000297381072362178
2.608557314010661e-06,0.0002617425489706444
2.608596709598019e-06,0.0001948428878626648
2.608675500772735e-06,8.150497264174518e-05
2.608781305089446e-06,2.234571141364981e-05
2.608880493752243e-06,7.321186814374736e-05
2.608964517792897e-06,9.24766446159173e-05
2.609070497611623e-06,0.000100924528702689
2.609182633977254e-06,0.0001008052169931693
2.609215528017396e-06,9.992944957471871e-05
2.609281316097682e-06,9.770597893690719e-05
2.609412892258252e-06,9.246021598955351e-05
2.609569338752201e-06,8.582973388646548e-05
2.609882231740097e-06,7.355373367667157e-05
2.610234776096874e-06,6.166685131319472e-05
2.610939864810427e-06,4.319437197988498e-05
2.611972435747529e-06,2.540987039383093e-05
2.613689262216803e-06,1.014381198840163e-05
2.616120190851235e-06,2.609560032757002e-06
2.618060095425617e-06,1.111398820224025e-06
2.619999999999999e-06,5.894136727126368e-07
2.6200625e-06,6.512506638067151e-07
2.620168009581457e-06,6.351918297907716e-07
2.620379028744371e-06,8.491438358302033e-07
2.620456650151324e-06,2.08542568618069e-06
2.620475388967408e-06,2.38931474162267e-06
2.620497345554584e-06,2.725706501735793e-06
2.620518279527137e-06,3.23244344736848e-06
2.620532758107241e-06,5.462481776047063e-06
2.620541682156174e-06,8.144478277350399e-06
2.620552095607372e-06,1.222763936871014e-05
2.620560444981796e-06,1.594547778573457e-05
2.620563286192188e-06,1.920532065054183e-05
2.620565958192384e-06,2.434338352538693e-05
2.620567934551901e-06,3.08663035226997e-05
2.62057039710867e-06,4.067488855626482e-05
2.620572287666132e-06,4.954462407273269e-05
2.620575089521476e-06,6.120709505357174e-05
2.620577913383957e-06,7.016001653025437e-05
2.62057990673004e-06,7.234761546477499e-05
2.620581303677457e-06,7.448879129390504e-05
2.620582972081473e-06,7.612270148826625e-05
2.620584696886666e-06,7.908989089021281e-05
2.620586280561467e-06,7.949631206868797e-05
2.620588087503617e-06,7.988192642161697e-05
2.620590971335711e-06,7.787787796885738e-05
2.620594775141532e-06,7.611829256613807e-05
2.620598578454831e-06,7.326031114719949e-05
2.620603262933474e-06,7.113953955134118e-05
2.620609965768098e-06,6.699173117184717e-05
2.620620354800911e-06,6.306116793224074e-05
2.620630839804213e-06,5.851497156831858e-05
2.620642485970566e-06,5.499566055413445e-05
2.620656279860519e-06,4.924872479431476e-05
2.62067310958482e-06,4.255692743877335e-05
2.620688573317718e-06,3.421360886992513e-05
2.620702881581273e-06,2.766110314473038e-05
2.620719233458196e-06,1.983223975597726e-05
2.620746974639939e-06,1.170098409348083e-05
2.620776461326305e-06,6.091647405466964e-06
2.620808245366421e-06,4.205310684244169e-06
2.620844013487749e-06,2.498277574886006e-06
2.620889177399498e-06,2.779524678584048e-06
2.620931825190641e-06,2.143682777953415e-06
2.62096591259532e-06,2.744073417300415e-06
2.621e-06,2.106349578269507e-06
2.621018983081259e-06,2.182024794594445e-06
2.621043031792836e-06,2.145063078967382e-06
2.621066119301815e-06,2.12515823637993e-06
2.621112294319773e-06,2.067078631613225e-06
2.6212023637467e-06,1.98496842820873e-06
2.621340254605495e-06,1.860064496263829e-06
2.621565673296561e-06,1.696843606767134e-06
2.622016510678693e-06,1.397929144107893e-06
2.622485760962279e-06,1.158892138472068e-06
2.622648673124666e-06,1.084885766593949e-06
2.622974497449441e-06,9.762260574822339e-07
2.623297370682191e-06,8.712940304927238e-07
2.62394311714769e-06,7.248858637106796e-07
2.625234610078688e-06,5.252238475276991e-07
2.627817595940683e-06,3.77424214611055e-07
2.632499999999999e-06,3.271559230299142e-07
2.632645558689298e-06,1.017221966593007e-06
2.632830939159568e-06,1.514995533315599e-06
2.632923629394703e-06,8.590769955965207e-06
2.63295646667645e-06,1.426535217993941e-05
2.632979078521261e-06,1.781076722277304e-05
2.63300614071851e-06,2.154790319897089e-05
2.633031955111121e-06,2.552778671918523e-05
2.63303794334402e-06,2.70372876845505e-05
2.633044518505164e-06,2.84386227603877e-05
2.633051863048091e-06,3.066212949643492e-05
2.633058865582203e-06,3.584345269052412e-05
2.633064646490914e-06,4.443688758577761e-05
2.633069348836512e-06,5.054592439436288e-05
2.633075104726525e-06,5.883149325674617e-05
2.633080193876004e-06,7.409998833391472e-05
2.633082286356603e-06,8.593284293755076e-05
2.633084277837723e-06,9.560124983583797e-05
2.633086365704658e-06,0.0001063635897604304
2.63308896806555e-06,0.0001125145394733668
2.633092309178996e-06,0.0001235016323163871
2.633094655613138e-06,0.0001189350183060648
2.633096720529863e-06,9.498138994479879e-05
2.633098406934012e-06,8.324535171307095e-05
2.633100641649452e-06,6.210033417954217e-05
2.63310285514222e-06,5.956219426896378e-05
2.633104994845559e-06,5.043458714041153e-05
2.633107389212769e-06,5.490187070079396e-05
2.633110459235877e-06,5.1068232464102e-05
2.633113934990492e-06,6.17413831665387e-05
2.633116574159828e-06,6.155716865714629e-05
2.633119078607605e-06,7.642125459337951e-05
2.633120330831494e-06,8.379093643957157e-05
2.633122066451664e-06,9.918533544384838e-05
2.633123669774742e-06,0.0001072812158251251
2.633126263232646e-06,0.000117037549052765
2.633128599058053e-06,0.0001136626932592835
2.633130926643279e-06,0.0001102659750645514
2.633133981246014e-06,0.0001007872966602287
2.633137473882013e-06,9.753160408617674e-05
2.633140838901006e-06,9.933242932817508e-05
2.633144594467588e-06,0.000110723523370917
2.633148256011887e-06,0.0001140227586053733
2.633151584356174e-06,0.0001155553940562933
2.633156775567657e-06,0.0001085234200500666
2.633161817810136e-06,0.000104637692840706
2.633166947985397e-06,9.795970114924838e-05
2.633172277946778e-06,9.760379051418195e-05
2.63317882113336e-06,0.0001243000981181501
2.633187218337337e-06,0.0003934178843922788
2.633195294386941e-06,0.001114504994427386
2.633202800517173e-06,0.002254174136354013
2.633210433267511e-06,0.003468763150219005
2.63321659593972e-06,0.004322707779761295
2.633224096336928e-06,0.005074989743873085
2.633232135153038e-06,0.005591420587955333
2.633240658789563e-06,0.005768979671514689
2.633248638661177e-06,0.005613267912175684
2.633255852891941e-06,0.005294945540881209
2.633263912034063e-06,0.00491223400731941
2.633273197413586e-06,0.004518525171974127
2.63328085808602e-06,0.004271077598454462
2.63328956053623e-06,0.004065388144161604
2.633300737537999e-06,0.003889668270302841
2.633311634875046e-06,0.003761839789168221
2.633324691397639e-06,0.003609213129000288
2.633339363944593e-06,0.003421161948583574
2.633359595141858e-06,0.003115146827284074
2.633381874781697e-06,0.002776999795231774
2.633405869765018e-06,0.002472830994035725
2.633436811156584e-06,0.00222335067341932
2.63346955426693e-06,0.00208525343646027
2.633499999999999e-06,0.002022040366526028
2.633517189910746e-06,0.001995968563283532
2.633539770208197e-06,0.001967767424699474
2.633561355659961e-06,0.001944758816371116
2.633604526563488e-06,0.001901773168517099
2.633671656588071e-06,0.001835527192788884
2.633759932201417e-06,0.001739084274952315
2.633878945295906e-06,0.00158065867925794
2.634046636653833e-06,0.001274610078588969
2.634272855241279e-06,0.0007648967219247799
2.634512682730736e-06,0.0003381595137618727
2.634722224334604e-06,0.0001470478580479065
2.634956561446231e-06,5.108948058638705e-05
2.635181429037468e-06,2.014582807962906e-05
2.635461189932879e-06,4.123975389925982e-06
2.635826882363673e-06,2.029417503428675e-06
2.636372545744371e-06,7.719993495754069e-07
2.637151066008505e-06,1.416146591741179e-06
2.638708106536774e-06,7.365812743838835e-07
2.640998498036303e-06,1.406569729351014e-06
2.642999249018151e-06,7.348638444922501e-07
2.645e-06,1.403396407636844e-06
2.6450625e-06,1.202758792970568e-07
2.645168009581457e-06,1.131729238539437e-07
2.645220764372185e-06,1.118375155361191e-07
2.645326273953643e-06,1.109045694167737e-07
2.645405671854108e-06,5.656735552657572e-07
2.645433743793229e-06,9.35421136727558e-07
2.645457044404584e-06,1.269712472055112e-06
2.645479275644054e-06,1.412831437548178e-06
2.645501486141896e-06,1.441356742444775e-06
2.645527413588071e-06,1.460832810598693e-06
2.645556749964307e-06,1.432613052131694e-06
2.645577037068558e-06,1.277940644067e-06
2.645582731364506e-06,1.172465437021879e-06
2.645594119956401e-06,9.494947938118779e-07
2.645605950987692e-06,5.868337295945977e-07
2.645618670801802e-06,4.362851444182268e-07
2.645631862918475e-06,3.231263225463658e-07
2.64564289668633e-06,2.845250725654058e-07
2.645663081190667e-06,2.024788175586631e-07
2.645703450199341e-06,1.735046366298781e-07
2.645758641706588e-06,1.397754582923637e-07
2.645864489427372e-06,1.64156096743747e-07
2.646e-06,1.90278547592039e-07
2.646027313660449e-06,2.855647661985708e-07
2.646078170848863e-06,3.215316244183702e-07
2.646125290329021e-06,3.335119064384351e-07
2.646219529289336e-06,3.356909651185988e-07
2.646288078391442e-06,3.364015500118787e-07
2.646425176595654e-06,3.369255681473335e-07
2.646657201815688e-06,3.385649381854926e-07
2.647121252255757e-06,3.404220303401038e-07
2.648049353135896e-06,3.423922732771958e-07
2.649905554896173e-06,3.425717990010259e-07
2.653455201098572e-06,4.83690699113728e-07
2.65396080096125e-06,6.547282308313001e-07
2.654972000686607e-06,1.610870892442753e-06
2.655848323110344e-06,3.184266012899979e-06
2.65662807992367e-06,4.978842254552731e-06
2.656737069933211e-06,5.519817881359137e-06
2.656791564937981e-06,5.981428113973889e-06
2.656865861421578e-06,6.705568883515974e-06
2.656907841305623e-06,7.12968519082518e-06
2.656960780851154e-06,7.38375180209198e-06
2.656999873479521e-06,7.436255855139425e-06
2.657050979872975e-06,7.204352103567289e-06
2.657098874125386e-06,6.674593436197293e-06
2.657117438056331e-06,6.28635968911017e-06
2.657126720021803e-06,6.00319762004543e-06
2.65714411261268e-06,5.195268339634464e-06
2.657157010526524e-06,4.851372700958934e-06
2.657171517643564e-06,4.462678595628842e-06
2.657184717896685e-06,4.176789053181132e-06
2.657211118402928e-06,3.59944235529502e-06
2.65724284820392e-06,2.936370449856281e-06
2.657283326076334e-06,2.296984453915597e-06
2.657325499401439e-06,2.130131981475502e-06
2.657337578502301e-06,8.384999518264213e-07
2.657351499023891e-06,1.177461812505821e-06
2.657360691944179e-06,4.978402667440746e-07
2.657370314378773e-06,9.157102163851501e-07
2.657389559247961e-06,2.088593344710691e-07
2.657420934842431e-06,6.38617774293838e-07
2.657456688365726e-06,6.165767906162466e-08
2.6575e-06,6.050637321034629e-07
2.657521245287427e-06,1.809517906214437e-06
2.657548148339084e-06,1.980038328191639e-06
2.657574235682184e-06,1.889486684101145e-06
2.657626410368383e-06,1.94260708760261e-06
2.657721029766943e-06,1.856897819807976e-06
2.657860639883698e-06,7.97424027404914e-08
2.657895542412887e-06,2.827153585534564e-06
2.657912993677482e-06,4.972078926740611e-06
2.657947896206671e-06,1.036717378598278e-05
2.657974073103563e-06,1.31377485523526e-05
2.658000250000454e-06,1.467397912938811e-05
2.658002750000454e-06,4.090342619316535e-05
2.658005408675306e-06,2.326442971396131e-05
2.658006876215775e-06,9.085021865974526e-06
2.658008599943272e-06,5.490133757566823e-05
2.658009424971863e-06,1.859173308826529e-05
2.658010250000454e-06,7.583774167711388e-05
2.658010548614044e-06,6.838371748510262e-05
2.658010952408846e-06,6.780968341849863e-05
2.658011324716817e-06,6.819661587079385e-05
2.658012069332758e-06,6.729476735145749e-05
2.658013128711846e-06,6.498580509849772e-05
2.658014277244646e-06,6.07730946086954e-05
2.65801540988276e-06,5.884759370734644e-05
2.658016572175779e-06,6.000486548529314e-05
2.658017727715707e-06,5.824084123712987e-05
2.658018588102435e-06,5.596081399097389e-05
2.658019564816803e-06,5.680213332911795e-05
2.658020366511116e-06,5.932074802345997e-05
2.658021034553505e-06,6.156401083111957e-05
2.658021823348139e-06,6.199469768583406e-05
2.658023136114189e-06,6.135713824622694e-05
2.658024080204605e-06,5.950629810936588e-05
2.658025159904614e-06,5.819217669817243e-05
2.658026412901164e-06,5.625049564351925e-05
2.658028326714787e-06,5.487353534981664e-05
2.658030535490607e-06,5.529504952966233e-05
2.65803299140556e-06,6.128149635441789e-05
2.658036259832243e-06,6.727637991016021e-05
2.658038742023508e-06,6.68244870121567e-05
2.65804140147099e-06,6.276684610531507e-05
2.658044458296356e-06,5.852605401843373e-05
2.658047284531726e-06,5.582013290023177e-05
2.658050523472716e-06,5.610446414418331e-05
2.658054195176586e-06,5.857494631833393e-05
2.658058164097064e-06,6.434047025684137e-05
2.65806279425167e-06,7.209802388445039e-05
2.658068721454171e-06,8.488194578829802e-05
2.658071856193055e-06,9.32791433938864e-05
2.65807421769362e-06,0.0001016821286010789
2.658077582845035e-06,0.0001159242882232781
2.65807995091496e-06,0.0001281196817663077
2.658082524557878e-06,0.0001529085034661148
2.6580846688219e-06,0.0001818750517544297
2.658086298789644e-06,0.0002053236769347567
2.658088390481803e-06,0.0002274722692722572
2.658090266802125e-06,0.0002381729753675244
2.658091824714762e-06,0.0002417207273921841
2.658093490779646e-06,0.0002426773750535254
2.65809533439711e-06,0.0002535643234959852
2.658096977657382e-06,0.0002728859702018359
2.658098816738153e-06,0.0002786257812948682
2.65810034993228e-06,0.0002714167920419063
2.658101759947218e-06,0.0002558887206118087
2.658103568188607e-06,0.0002456499879673331
2.658105219837779e-06,0.0002378200732579805
2.65810679813144e-06,0.0002345815042611425
2.65810869950412e-06,0.00022695799155801
2.65811171031463e-06,0.0002211920427000587
2.65811489986674e-06,0.0002121522624810425
2.658118666287658e-06,0.0002068250015770588
2.658123069953337e-06,0.0001957550997639589
2.658129006071586e-06,0.0001851232128905247
2.658137268175798e-06,0.0001637649110382681
2.65814703790437e-06,0.0001443383754039977
2.658157305419549e-06,0.0001089064076765106
2.658165921437356e-06,5.012707943303221e-05
2.65817368190224e-06,5.012005048784021e-06
2.658181994711776e-06,5.983161025568487e-05
2.658189401238033e-06,0.0001149314269214641
2.658196753890134e-06,0.0001708504571472552
2.658206458937358e-06,0.0002507079539861211
2.658217950090308e-06,0.0003408285340913078
2.658229894186138e-06,0.000431191406586629
2.658240631753033e-06,0.0005103553091182888
2.658250011844957e-06,0.0005758732869203122
2.658260287443114e-06,0.0006293861076439469
2.658269952240236e-06,0.0006689314569435208
2.658279266853401e-06,0.0006944107078303476
2.658290651959953e-06,0.000717467124735794
2.658307487351709e-06,0.0007268688315873327
2.658323487232947e-06,0.0007208702040869438
2.658338791363776e-06,0.000700006658456995
2.658359107563427e-06,0.0006663217748561304
2.658378660491131e-06,0.000624404456011867
2.658402003343103e-06,0.0005761582276070379
2.658428854305049e-06,0.0005160158125694454
2.658469089789846e-06,0.0004334818225714017
2.6585e-06,0.0003692517397369627
2.658519958156292e-06,0.000331680592136529
2.658544022096023e-06,0.0002869030781694471
2.658566568512175e-06,0.0002466670598124563
2.658611661344478e-06,0.0001721023475181362
2.65869517714598e-06,5.854579131627344e-05
2.658801643634213e-06,3.592041390343792e-05
2.658892922339718e-06,7.720298101279187e-05
2.658977599974468e-06,9.449765897581273e-05
2.659094368817514e-06,0.0001018675323509612
2.659208597794315e-06,0.0001005919027654601
2.659241979118729e-06,9.954539752189283e-05
2.659308741767557e-06,9.707788588814101e-05
2.659442267065215e-06,9.159614240657206e-05
2.659617161774161e-06,8.418804122983209e-05
2.659966951192053e-06,7.079693834297834e-05
2.660379618708875e-06,5.757492307698512e-05
2.661204953742518e-06,3.787418822729422e-05
2.662597933887231e-06,1.824705660447127e-05
2.6646338412848e-06,5.990236803006407e-06
2.667395292648064e-06,1.293318845175381e-06
2.669999999999999e-06,5.346338642424242e-07
2.6700625e-06,5.867691112393708e-07
2.670168009581457e-06,5.736359799152156e-07
2.670379028744372e-06,7.938147102236274e-07
2.670456650151325e-06,2.032403521971966e-06
2.670475394601983e-06,2.336649305629778e-06
2.670497362872757e-06,2.674045079619268e-06
2.670518304637985e-06,3.182388345347623e-06
2.67053276941963e-06,5.426153578074357e-06
2.670541690796424e-06,8.108025832899966e-06
2.670552099467724e-06,1.219062993956811e-05
2.670560448740066e-06,1.590873291033802e-05
2.670563287779957e-06,1.916863541509779e-05
2.670565961071797e-06,2.430986943640452e-05
2.670567937661773e-06,3.083654005725531e-05
2.67057039983592e-06,4.064435285864381e-05
2.670572290315385e-06,4.95148882670038e-05
2.670575094799171e-06,6.118492261517929e-05
2.670577916849515e-06,7.01276982182505e-05
2.670579909659074e-06,7.231021191462211e-05
2.670581306194833e-06,7.445335420254041e-05
2.670582976352222e-06,7.6088345462073e-05
2.670584700341003e-06,7.905462762518704e-05
2.670586284510426e-06,7.945824355782707e-05
2.670588091726814e-06,7.984320473404302e-05
2.67059097961628e-06,7.783535708252329e-05
2.67059478165906e-06,7.607772806970143e-05
2.670598586496853e-06,7.321732734772152e-05
2.670603272642781e-06,7.109716223196628e-05
2.670609981364177e-06,6.694598741405515e-05
2.670620367565553e-06,6.301944329512008e-05
2.670630854758099e-06,5.847094884793425e-05
2.670642501539877e-06,5.495376464048237e-05
2.670656301319907e-06,4.920183068136215e-05
2.670673118683893e-06,4.25169127711426e-05
2.670688591472422e-06,3.416644584244288e-05
2.670702896507939e-06,2.761880523004202e-05
2.670719257727243e-06,1.978504162668982e-05
2.670747000324607e-06,1.166028080287754e-05
2.670776487048997e-06,6.051620720981266e-06
2.67080827322841e-06,4.169971326664333e-06
2.670844047693044e-06,2.461640814442271e-06
2.670889204627235e-06,2.746863193161809e-06
2.670931855003347e-06,2.109060684404353e-06
2.670965927501673e-06,2.712732317011767e-06
2.670999999999999e-06,2.072847202289124e-06
2.671018981043056e-06,2.150207552552381e-06
2.671043024265412e-06,2.113638623789557e-06
2.671066107078295e-06,2.094114693049567e-06
2.67111227270406e-06,2.036773579659266e-06
2.671202335388226e-06,1.956054589074741e-06
2.671340206029593e-06,1.833166518102359e-06
2.671565582827107e-06,1.672966717379853e-06
2.672016336422134e-06,1.379146989569192e-06
2.672485624018883e-06,1.144223757496572e-06
2.672648452558546e-06,1.07145679474274e-06
2.672974109637873e-06,9.649923952740413e-07
2.673296911443651e-06,8.618603082238079e-07
2.673942515055205e-06,7.182811408197355e-07
2.675233722278314e-06,5.221291885218203e-07
2.677816136724531e-06,3.770980525897908e-07
2.682499999999999e-06,3.275008794176572e-07
2.68264558021895e-06,1.006112234725295e-06
2.682830978968576e-06,1.454859912806665e-06
2.682923678343389e-06,7.972585198103172e-06
2.682956497993871e-06,1.320968509934915e-05
2.682979108732119e-06,1.644535162526939e-05
2.683006160764804e-06,1.991433630275222e-05
2.683031989880554e-06,2.369781781278919e-05
2.683037965637782e-06,2.520766064781849e-05
2.683044543545315e-06,2.66161978869658e-05
2.68305188264219e-06,2.889694853658623e-05
2.683058893967108e-06,3.522198589186886e-05
2.683064660541988e-06,4.604342643977772e-05
2.683069366133448e-06,5.354499632700733e-05
2.683075129065939e-06,6.339004789270506e-05
2.683080220391944e-06,8.256921240247788e-05
2.683082314324381e-06,9.780333658404344e-05
2.683084310261342e-06,0.0001101577921529013
2.683086396586168e-06,0.000123924311077353
2.683089023648368e-06,0.0001313768357602037
2.683092338442139e-06,0.0001452725431088139
2.683094680772271e-06,0.0001377518449661579
2.683096739076024e-06,0.0001058668944340535
2.683098425503851e-06,8.93108963687316e-05
2.683100646230283e-06,6.144999834159769e-05
2.683102872148141e-06,5.704633464300394e-05
2.683105010396338e-06,4.502953131705001e-05
2.683107412250089e-06,4.956599453578787e-05
2.683110483455245e-06,4.285788330033548e-05
2.683114022675763e-06,5.274177921223036e-05
2.683116678452491e-06,4.937858956854877e-05
2.683119203265651e-06,6.399873225671416e-05
2.683120539080535e-06,6.664302211564202e-05
2.683122297773094e-06,8.096826404513424e-05
2.683123998737305e-06,8.366444904666356e-05
2.683127073377611e-06,9.264178705648868e-05
