"/out_DTC (d0=0,d1=0,d2=0,d3=0) X","/out_DTC (d0=0,d1=0,d2=0,d3=0) Y","/out_DTC (d0=0,d1=0,d2=0,d3=1) X","/out_DTC (d0=0,d1=0,d2=0,d3=1) Y","/out_DTC (d0=0,d1=0,d2=1,d3=0) X","/out_DTC (d0=0,d1=0,d2=1,d3=0) Y","/out_DTC (d0=0,d1=0,d2=1,d3=1) X","/out_DTC (d0=0,d1=0,d2=1,d3=1) Y","/out_DTC (d0=0,d1=1,d2=0,d3=0) X","/out_DTC (d0=0,d1=1,d2=0,d3=0) Y","/out_DTC (d0=0,d1=1,d2=0,d3=1) X","/out_DTC (d0=0,d1=1,d2=0,d3=1) Y","/out_DTC (d0=0,d1=1,d2=1,d3=0) X","/out_DTC (d0=0,d1=1,d2=1,d3=0) Y","/out_DTC (d0=0,d1=1,d2=1,d3=1) X","/out_DTC (d0=0,d1=1,d2=1,d3=1) Y","/out_DTC (d0=1,d1=0,d2=0,d3=0) X","/out_DTC (d0=1,d1=0,d2=0,d3=0) Y","/out_DTC (d0=1,d1=0,d2=1,d3=0) X","/out_DTC (d0=1,d1=0,d2=1,d3=0) Y","/out_DTC (d0=1,d1=0,d2=0,d3=1) X","/out_DTC (d0=1,d1=0,d2=0,d3=1) Y","/out_DTC (d0=1,d1=0,d2=1,d3=1) X","/out_DTC (d0=1,d1=0,d2=1,d3=1) Y","/out_DTC (d0=1,d1=1,d2=0,d3=0) X","/out_DTC (d0=1,d1=1,d2=0,d3=0) Y","/out_DTC (d0=1,d1=1,d2=0,d3=1) X","/out_DTC (d0=1,d1=1,d2=0,d3=1) Y","/out_DTC (d0=1,d1=1,d2=1,d3=0) X","/out_DTC (d0=1,d1=1,d2=1,d3=0) Y","/out_DTC (d0=1,d1=1,d2=1,d3=1) X","/out_DTC (d0=1,d1=1,d2=1,d3=1) Y","/EN_not (d0=0,d1=0,d2=0,d3=0) X","/EN_not (d0=0,d1=0,d2=0,d3=0) Y","/I0/V_cap (d0=0,d1=0,d2=0,d3=0) X","/I0/V_cap (d0=0,d1=0,d2=0,d3=0) Y","/I0/V_cap (d0=0,d1=0,d2=0,d3=1) X","/I0/V_cap (d0=0,d1=0,d2=0,d3=1) Y","/I0/V_cap (d0=0,d1=0,d2=1,d3=0) X","/I0/V_cap (d0=0,d1=0,d2=1,d3=0) Y","/I0/V_cap (d0=0,d1=0,d2=1,d3=1) X","/I0/V_cap (d0=0,d1=0,d2=1,d3=1) Y","/I0/V_cap (d0=0,d1=1,d2=0,d3=0) X","/I0/V_cap (d0=0,d1=1,d2=0,d3=0) Y","/I0/V_cap (d0=0,d1=1,d2=0,d3=1) X","/I0/V_cap (d0=0,d1=1,d2=0,d3=1) Y","/I0/V_cap (d0=0,d1=1,d2=1,d3=0) X","/I0/V_cap (d0=0,d1=1,d2=1,d3=0) Y","/I0/V_cap (d0=0,d1=1,d2=1,d3=1) X","/I0/V_cap (d0=0,d1=1,d2=1,d3=1) Y","/I0/V_cap (d0=1,d1=0,d2=0,d3=0) X","/I0/V_cap (d0=1,d1=0,d2=0,d3=0) Y","/I0/V_cap (d0=1,d1=0,d2=0,d3=1) X","/I0/V_cap (d0=1,d1=0,d2=0,d3=1) Y","/I0/V_cap (d0=1,d1=0,d2=1,d3=0) X","/I0/V_cap (d0=1,d1=0,d2=1,d3=0) Y","/I0/V_cap (d0=1,d1=0,d2=1,d3=1) X","/I0/V_cap (d0=1,d1=0,d2=1,d3=1) Y","/I0/V_cap (d0=1,d1=1,d2=0,d3=0) X","/I0/V_cap (d0=1,d1=1,d2=0,d3=0) Y","/I0/V_cap (d0=1,d1=1,d2=0,d3=1) X","/I0/V_cap (d0=1,d1=1,d2=0,d3=1) Y","/I0/V_cap (d0=1,d1=1,d2=1,d3=0) X","/I0/V_cap (d0=1,d1=1,d2=1,d3=0) Y","/I0/V_cap (d0=1,d1=1,d2=1,d3=1) X","/I0/V_cap (d0=1,d1=1,d2=1,d3=1) Y","/I0/V_ramp (d0=0,d1=0,d2=0,d3=0) X","/I0/V_ramp (d0=0,d1=0,d2=0,d3=0) Y","/I0/V_ramp (d0=0,d1=0,d2=0,d3=1) X","/I0/V_ramp (d0=0,d1=0,d2=0,d3=1) Y","/I0/V_ramp (d0=0,d1=0,d2=1,d3=0) X","/I0/V_ramp (d0=0,d1=0,d2=1,d3=0) Y","/I0/V_ramp (d0=0,d1=0,d2=1,d3=1) X","/I0/V_ramp (d0=0,d1=0,d2=1,d3=1) Y","/I0/V_ramp (d0=0,d1=1,d2=0,d3=0) X","/I0/V_ramp (d0=0,d1=1,d2=0,d3=0) Y","/I0/V_ramp (d0=0,d1=1,d2=0,d3=1) X","/I0/V_ramp (d0=0,d1=1,d2=0,d3=1) Y","/I0/V_ramp (d0=0,d1=1,d2=1,d3=0) X","/I0/V_ramp (d0=0,d1=1,d2=1,d3=0) Y","/I0/V_ramp (d0=0,d1=1,d2=1,d3=1) X","/I0/V_ramp (d0=0,d1=1,d2=1,d3=1) Y","/I0/V_ramp (d0=1,d1=0,d2=0,d3=0) X","/I0/V_ramp (d0=1,d1=0,d2=0,d3=0) Y","/I0/V_ramp (d0=1,d1=0,d2=0,d3=1) X","/I0/V_ramp (d0=1,d1=0,d2=0,d3=1) Y","/I0/V_ramp (d0=1,d1=0,d2=1,d3=0) X","/I0/V_ramp (d0=1,d1=0,d2=1,d3=0) Y","/I0/V_ramp (d0=1,d1=0,d2=1,d3=1) X","/I0/V_ramp (d0=1,d1=0,d2=1,d3=1) Y","/I0/V_ramp (d0=1,d1=1,d2=0,d3=0) X","/I0/V_ramp (d0=1,d1=1,d2=0,d3=0) Y","/I0/V_ramp (d0=1,d1=1,d2=0,d3=1) X","/I0/V_ramp (d0=1,d1=1,d2=0,d3=1) Y","/I0/V_ramp (d0=1,d1=1,d2=1,d3=0) X","/I0/V_ramp (d0=1,d1=1,d2=1,d3=0) Y","/I0/V_ramp (d0=1,d1=1,d2=1,d3=1) X","/I0/V_ramp (d0=1,d1=1,d2=1,d3=1) Y","/in_DTC (d0=0,d1=0,d2=0,d3=0) X","/in_DTC (d0=0,d1=0,d2=0,d3=0) Y"
9.015595790673397e-08,1.102510935688705,9.025399323878151e-08,1.488302153065645e-05,9.019288227318235e-08,0.2438274747617841,9.025439407499116e-08,1.160147081120618e-05,9.020330432911925e-08,0.06733051436019502,9.022077191042692e-08,0.001383027095167542,9.019852864073203e-08,0.1130233997712406,9.611498505186644e-08,-4.452892557217567e-06,9.020323655179203e-08,0.07248704043265122,9.01838146609765e-08,0.5193560419690849,9.022036522539757e-08,0.001589327897980292,9.417494628558131e-08,1.073613628332947e-06,9.016771183214208e-08,1.059352972510888,9.216986950459317e-08,-7.917374938641794e-07,9.030372382562797e-08,2.247594604133712e-06,  ,  ,9.015595790673397e-08,0,9.015595790673397e-08,1.097797006581375,9.025399323878151e-08,1.088003917288453,9.019288227318235e-08,1.083021446117713,9.025439407499116e-08,1.089700665476665,9.020330432911925e-08,1.077075479851236,9.022077191042692e-08,1.079902803138022,9.019852864073203e-08,1.080446468725844,9.611498505186644e-08,1.099041867553795,9.020323655179203e-08,1.07680578095197,9.022036522539757e-08,1.079205106118046,9.01838146609765e-08,1.08808208850529,9.417494628558131e-08,1.103613351086425,9.016771183214208e-08,1.094840284369285,9.216986950459317e-08,1.099999798758119,9.030372382562797e-08,1.09556717063548,  ,  ,9.015595790673397e-08,-0.2957411862565059,9.025399323878151e-08,1.084671335749803,9.019288227318235e-08,0.4227157403199721,9.025439407499116e-08,1.087075419624924,9.020330432911925e-08,0.6592113200797874,9.022077191042692e-08,1.028124275246173,9.019852864073203e-08,0.6169861200166622,9.611498505186644e-08,1.100838602178919,9.020323655179203e-08,0.6370073322575081,9.022036522539757e-08,1.020372294540434,9.01838146609765e-08,0.2334897757526587,9.417494628558131e-08,1.103349479841824,9.016771183214208e-08,-0.09310934235718461,9.216986950459317e-08,1.099996936261373,9.030372382562797e-08,1.094673356110919,  ,  ,9.015595790673397e-08,0.4844630259263815
9.016029229814392e-08,1.103226241345131,9.026618441807334e-08,7.112925790529493e-06,9.019465430860834e-08,0.202625855101451,9.026777766577971e-08,6.123311722180087e-06,9.020503727352816e-08,0.05010560045744751,9.022765496375875e-08,0.0003658221069257596,9.019999999999999e-08,0.08995919114718796,9.613260373155067e-08,-8.303180389066038e-06,9.020486474388395e-08,0.055148836425518,9.018633161833566e-08,0.430317745662616,9.02270759662716e-08,0.000437032298791065,9.419999999999998e-08,7.500206953667494e-07,9.017136678908867e-08,0.9793608390493043,9.313493475229658e-08,-7.58689305831405e-07,9.034131883852924e-08,4.779254274519125e-07,  ,  ,9.016029229814392e-08,0,9.016029229814392e-08,1.096824039889385,9.026618441807334e-08,1.090637108950043,9.019465430860834e-08,1.08203881890743,9.026777766577971e-08,1.092167688368931,9.020503727352816e-08,1.076404617248712,9.022765496375875e-08,1.081697084426881,9.019999999999999e-08,1.079699594019362,9.613260373155067e-08,1.092847519983354,9.020486474388395e-08,1.076148853215557,9.02270759662716e-08,1.080927721050565,9.018633161833566e-08,1.086776945122875,9.419999999999998e-08,1.104348230492229,9.017136678908867e-08,1.093492431304885,9.313493475229658e-08,1.100001085425839,9.034131883852924e-08,1.098044604277593,  ,  ,9.016029229814392e-08,-0.2630036084335681,9.026618441807334e-08,1.088605783889069,9.019465430860834e-08,0.4689870018227528,9.026777766577971e-08,1.090528793101403,9.020503727352816e-08,0.7033497610551783,9.022765496375875e-08,1.056589831941247,9.019999999999999e-08,0.6555878207101709,9.613260373155067e-08,1.095693988325428,9.020486474388395e-08,0.6795117335912568,9.02270759662716e-08,1.051812490094591,9.018633161833566e-08,0.2887966116722953,9.419999999999998e-08,1.104119667421633,9.017136678908867e-08,-0.04464633154177665,9.313493475229658e-08,1.100003994334998,9.034131883852924e-08,1.097649400385551,  ,  ,9.016029229814392e-08,0.4367847204168989
9.01641967439746e-08,1.094618796335814,9.028323959151365e-08,4.006553792782325e-06,9.019595455938141e-08,0.1747958682605611,9.028683297750289e-08,3.790614434634468e-06,9.020850316234598e-08,0.02676210074140782,9.023490000827176e-08,0.000109063684046486,9.020109300345398e-08,0.07626694721880352,9.616784109091911e-08,-9.348341826176916e-06,9.020812112806779e-08,0.03086325119797714,9.018822128458472e-08,0.3681233020844559,9.023434494796638e-08,0.0001276420625906517,9.420363996575862e-08,6.585835511218171e-07,9.017474635967016e-08,0.8700676146423769,9.409999999999999e-08,-7.918880735435971e-07,9.040204288264862e-08,-6.079541812880785e-07,  ,  ,9.01641967439746e-08,0,9.01641967439746e-08,1.09572490105962,9.028323959151365e-08,1.093418856837334,9.019595455938141e-08,1.081320085122885,9.028683297750289e-08,1.094729169113154,9.020850316234598e-08,1.075383359594235,9.023490000827176e-08,1.083809728159789,9.020109300345398e-08,1.079214730907489,9.616784109091911e-08,1.080528146576015,9.020812112806779e-08,1.075110310178785,9.023434494796638e-08,1.08308206664689,9.018822128458472e-08,1.085772433490485,9.420363996575862e-08,1.104346320593475,9.017474635967016e-08,1.092096604408836,9.409999999999999e-08,1.100000065812263,9.040204288264862e-08,1.099557034025469,  ,  ,9.01641967439746e-08,-0.224769583808583,9.028323959151365e-08,1.092094288885267,9.019595455938141e-08,0.5035635467246559,9.028683297750289e-08,1.093670809816498,9.020850316234598e-08,0.7839725683780149,9.023490000827176e-08,1.071668289959627,9.020109300345398e-08,0.6836158150717881,9.616784109091911e-08,1.083382978443229,9.020812112806779e-08,0.7580992682370592,9.023434494796638e-08,1.069171595384738,9.018822128458472e-08,0.3324107575212208,9.420363996575862e-08,1.104187379334242,9.017474635967016e-08,0.00688111067358718,9.409999999999999e-08,1.099997442782211,9.040204288264862e-08,1.099471286085821,  ,  ,9.01641967439746e-08,0.3938358162793801
9.01685293693355e-08,1.046064861862967,9.030859094025574e-08,2.086331177691882e-06,9.019746407412257e-08,0.1443010821613703,9.031596405406564e-08,2.102797136557044e-06,9.021268503418348e-08,0.01208298195086054,9.024280519580068e-08,3.772496100429295e-05,9.020249954914243e-08,0.06024218869066612,9.619999999999999e-08,-8.708115975240015e-06,9.021197580363729e-08,0.01498506225841975,9.019053890566279e-08,0.298661879021248,9.02420922048316e-08,4.431114893609192e-05,9.421052925814761e-08,4.179529737357374e-07,9.017738176755313e-08,0.7722119277505054,9.412499999999999e-08,1.155299875645478e-07,9.048763797627988e-08,-9.300443499040443e-07,  ,  ,9.01685293693355e-08,0,9.01685293693355e-08,1.094258337620575,9.030859094025574e-08,1.096141100300714,9.019746407412257e-08,1.08049295557937,9.031596405406564e-08,1.097162652024308,9.021268503418348e-08,1.074737888513668,9.024280519580068e-08,1.086043158646928,9.020249954914243e-08,1.078627832228647,9.619999999999999e-08,1.069282248142007,9.021197580363729e-08,1.074374260034665,9.02420922048316e-08,1.085346310957312,9.019053890566279e-08,1.084519600127719,9.421052925814761e-08,1.104343360667564,9.017738176755313e-08,1.090916289259277,9.412499999999999e-08,1.101362053856747,9.048763797627988e-08,1.099973430274395,  ,  ,9.01685293693355e-08,-0.1725028976426955,9.030859094025574e-08,1.095361822613207,9.019746407412257e-08,0.5442080870703069,9.031596405406564e-08,1.096588586906663,9.021268503418348e-08,0.8660527634741954,9.024280519580068e-08,1.079939833227179,9.020249954914243e-08,0.7188417995415842,9.619999999999999e-08,1.072195293128589,9.021197580363729e-08,0.8386467261579383,9.02420922048316e-08,1.078397227406389,9.019053890566279e-08,0.388166936897562,9.421052925814761e-08,1.104277850734883,9.017738176755313e-08,0.05189673930655361,9.412499999999999e-08,1.101036227003775,9.048763797627988e-08,1.099965410398022,  ,  ,9.01685293693355e-08,0.3461769373095271
9.017219849529104e-08,0.9572837893318196,9.034977833527044e-08,4.262022244091125e-07,9.019873203706127e-08,0.120798750935679,9.036399057338848e-08,7.337680482106785e-07,9.021798827190171e-08,0.004195824295951269,9.025210975393189e-08,1.469516743709192e-05,9.020389852446396e-08,0.04728332091621948,9.62037089862296e-08,-7.482147077520361e-06,9.021727538931703e-08,0.005215130273264489,9.019270960547468e-08,0.240823170156604,9.025110918339014e-08,1.701320567876208e-05,9.421684541022126e-08,2.348105178721769e-07,9.018088346674368e-08,0.6391099590694379,9.415010283585983e-08,6.401654147628424e-07,9.060478663542907e-08,-9.28330449886337e-07,  ,  ,9.017219849529104e-08,0,9.017219849529104e-08,1.092820439417352,9.034977833527044e-08,1.098443809901395,9.019873203706127e-08,1.079808184334712,9.036399057338848e-08,1.099047571898018,9.021798827190171e-08,1.074809498352559,9.025210975393189e-08,1.088387820527063,9.020389852446396e-08,1.078116811575318,9.62037089862296e-08,1.069311722786707,9.021727538931703e-08,1.074232946234936,9.025110918339014e-08,1.087724059391859,9.019270960547468e-08,1.083333382973101,9.421684541022126e-08,1.104342139655528,9.018088346674368e-08,1.089238184467398,9.415010283585983e-08,1.102705867990892,9.060478663542907e-08,1.100002444336244,  ,  ,9.017219849529104e-08,-0.1201247931626604,9.034977833527044e-08,1.098129624472408,9.019873203706127e-08,0.5786360369904457,9.036399057338848e-08,1.098854946581316,9.021798827190171e-08,0.9449322176323059,9.025210975393189e-08,1.085097743444419,9.020389852446396e-08,0.7522055447901689,9.62037089862296e-08,1.071351345693892,9.021727538931703e-08,0.9251738025884713,9.025110918339014e-08,1.084036499599894,9.019270960547468e-08,0.4424439396297778,9.421684541022126e-08,1.104312878279565,9.018088346674368e-08,0.1186110027712254,9.415010283585983e-08,1.10225791967569,9.060478663542907e-08,1.100004868607612,  ,  ,9.017219849529104e-08,0.3058165517985735
9.017532478661643e-08,0.8541677129997763,9.041533929041471e-08,-4.747415478789372e-07,9.019999999999999e-08,0.09985510931063646,9.043783784478002e-08,1.468692736116502e-07,9.022376073678161e-08,0.001349104674750681,9.026412742566008e-08,6.703610490027746e-06,9.020669647510702e-08,0.02853758792978084,9.621065450474817e-08,-4.749932904395888e-06,9.022287766850846e-08,0.001733692876479145,9.01944458332283e-08,0.2003469242969193,9.026253294018945e-08,7.456141166387449e-06,9.422947771436856e-08,8.898975010177364e-08,9.018395441121715e-08,0.5264775690366242,9.419999999999998e-08,-1.016104571277224e-07,9.078182938003229e-08,-9.492390661189349e-07,  ,  ,9.017532478661643e-08,0,9.017532478661643e-08,1.09146284498628,9.041533929041471e-08,1.099705715356699,9.019999999999999e-08,1.079137321388397,9.043783784478002e-08,1.099879707817102,9.022376073678161e-08,1.075813486459277,9.026412742566008e-08,1.090903742708617,9.020669647510702e-08,1.077318509106118,9.621065450474817e-08,1.06935111408663,9.022287766850846e-08,1.075033687750323,9.026253294018945e-08,1.09025852444184,9.01944458332283e-08,1.08238232004335,9.422947771436856e-08,1.104341283804234,9.018395441121715e-08,1.087676109410395,9.419999999999998e-08,1.104283519040026,9.078182938003229e-08,1.099999305271707,  ,  ,9.017532478661643e-08,-0.06932634181836395,9.041533929041471e-08,1.099648751868641,9.019999999999999e-08,0.6131644565394921,9.043783784478002e-08,1.099855759614421,9.022376073678161e-08,1.001988971058991,9.026412742566008e-08,1.088914420219387,9.020669647510702e-08,0.8134541856288662,9.621065450474817e-08,1.07022500387295,9.022287766850846e-08,0.9878242028793666,9.026253294018945e-08,1.088064969926725,9.01944458332283e-08,0.4871048246885377,9.422947771436856e-08,1.104337402476596,9.018395441121715e-08,0.1831942555478918,9.419999999999998e-08,1.104126432501055,9.078182938003229e-08,1.09999755181939,  ,  ,9.017532478661643e-08,0.2714273472193308
9.017808606039826e-08,0.7541756258769234,9.050584602334239e-08,-6.964713988421297e-07,9.020106370715614e-08,0.08533662871494023,9.053821031475258e-08,3.98793100193682e-08,9.023101878955323e-08,0.0003602268050304087,9.028089248808843e-08,3.601163653218657e-06,9.021126747301286e-08,0.01182597781750993,9.62178594349356e-08,-2.223670372393289e-06,9.022984599916359e-08,0.000447897392568614,9.019572156277534e-08,0.1729749014840088,9.027833574910569e-08,3.81731005293433e-06,9.425474232266316e-08,3.694484849651004e-08,9.01865630913061e-08,0.4365619262808036,9.420519053621077e-08,-2.940445807598167e-07,9.113349530552409e-08,-9.268914445018943e-07,  ,  ,9.017808606039826e-08,0,9.017808606039826e-08,1.09017101836698,9.050584602334239e-08,1.099996677863432,9.020106370715614e-08,1.078637552403949,9.053821031475258e-08,1.100011098693999,9.023101878955323e-08,1.077905350704505,9.028089248808843e-08,1.093567242505078,9.021126747301286e-08,1.076659179265474,9.62178594349356e-08,1.069368424023398,9.022984599916359e-08,1.076925980280193,9.027833574910569e-08,1.092966198642303,9.019572156277534e-08,1.081686043956861,9.425474232266316e-08,1.104341121820379,9.01865630913061e-08,1.086293995910891,9.420519053621077e-08,1.104282394419786,9.113349530552409e-08,1.1000003528979,  ,  ,9.017808606039826e-08,-0.01942114001975855,9.050584602334239e-08,1.099997645094288,9.020106370715614e-08,0.6416237309210421,9.053821031475258e-08,1.100013513600163,9.023101878955323e-08,1.04307995893853,9.028089248808843e-08,1.092271574206906,9.021126747301286e-08,0.896544615974771,9.62178594349356e-08,1.069728223870605,9.022984599916359e-08,1.034231290926686,9.027833574910569e-08,1.09154295297343,9.019572156277534e-08,0.5205035158913371,9.425474232266316e-08,1.104341966552274,9.01865630913061e-08,0.2420887324095269,9.420519053621077e-08,1.104185391323101,9.113349530552409e-08,1.100001879210626,  ,  ,9.017808606039826e-08,0.241053335619121
9.018152324380457e-08,0.6293712050806941,9.063128231708127e-08,-6.98346723978085e-07,9.020238550739245e-08,0.06874481170486441,9.068160140292648e-08,4.984958118932616e-08,9.023867570262123e-08,0.0001153947894533498,9.030570689492133e-08,1.741444326884248e-06,9.02163484539695e-08,0.004309303994621094,9.623226929531047e-08,-1.686442614601336e-07,9.023777907005169e-08,0.0001344902459678108,9.019724540055622e-08,0.1422052741959982,9.030135849306223e-08,1.839130193981173e-06,9.430527153925236e-08,5.636547442138504e-08,9.018850603079768e-08,0.3740585310434742,9.421399232475326e-08,-5.642497884106815e-07,9.183682715650769e-08,-9.494195780243616e-07,  ,  ,9.018152324380457e-08,0,9.018152324380457e-08,1.088455503328863,9.063128231708127e-08,1.100000425332018,9.020238550739245e-08,1.078047717124853,9.068160140292648e-08,1.099997773518561,9.023867570262123e-08,1.080505935134828,9.030570689492133e-08,1.096183497071936,9.02163484539695e-08,1.076792664828999,9.623226929531047e-08,1.069379431462291,9.023777907005169e-08,1.079620378736947,9.030135849306223e-08,1.095658039497251,9.019724540055622e-08,1.080862241874287,9.430527153925236e-08,1.104341157551021,9.018850603079768e-08,1.085238025794241,9.421399232475326e-08,1.104280272982912,9.183682715650769e-08,1.099999720685732,  ,  ,9.018152324380457e-08,0.04957265366273595,9.063128231708127e-08,1.099999209530006,9.020238550739245e-08,0.6763093754646322,9.068160140292648e-08,1.100000747863886,9.023867570262123e-08,1.0644666251988,9.030570689492133e-08,1.095413049030464,9.02163484539695e-08,0.9643632650915517,9.623226929531047e-08,1.069412304658582,9.023777907005169e-08,1.060743622588656,9.030135849306223e-08,1.094782810037352,9.019724540055622e-08,0.5608771879284988,9.430527153925236e-08,1.104340770108531,9.018850603079768e-08,0.2882077394956125,9.421399232475326e-08,1.104250608839961,9.183682715650769e-08,1.099998262605042,  ,  ,9.018152324380457e-08,0.203244318149703
9.018453634539011e-08,0.524471066853108,9.08285168076111e-08,-6.976630831212507e-07,9.020371386480612e-08,0.05487208622948078,9.092314863568315e-08,4.44385658506164e-08,9.024653790572062e-08,4.602162782650202e-05,9.034602366497949e-08,1.268472928816184e-07,9.022216061657018e-08,0.001338986100435905,9.625815388830782e-08,1.732230877029568e-07,9.024554170073425e-08,5.383227516245311e-05,9.01986227002781e-08,0.1169117550013078,9.033838709964971e-08,1.288562937876317e-07,9.440632997243076e-08,4.252586195937685e-08,9.01907999146596e-08,0.3064836863865841,9.422361415002904e-08,-7.171920928157249e-07,9.296841357825383e-08,-9.268680348624075e-07,  ,  ,9.018453634539011e-08,0,9.018453634539011e-08,1.086866132391034,9.08285168076111e-08,1.099999810499143,9.020371386480612e-08,1.077517038546098,9.092314863568315e-08,1.100000996606034,9.024653790572062e-08,1.083143972256183,9.034602366497949e-08,1.098426854272988,9.022216061657018e-08,1.077804596859453,9.625815388830782e-08,1.069380762409311,9.024554170073425e-08,1.082302399405152,9.033838709964971e-08,1.098058339222252,9.01986227002781e-08,1.080129935567721,9.440632997243076e-08,1.104341122050221,9.01907999146596e-08,1.083969882529758,9.422361415002904e-08,1.104279537086275,9.296841357825383e-08,1.100000204042738,  ,  ,9.018453634539011e-08,0.1160515025254412,9.08285168076111e-08,1.10000086024922,9.020371386480612e-08,0.7097945028870926,9.092314863568315e-08,1.099998272605421,9.024653790572062e-08,1.07517871867216,9.034602366497949e-08,1.098109153200404,9.022216061657018e-08,1.014996018134713,9.625815388830782e-08,1.069374254296278,9.024554170073425e-08,1.073056674839438,9.033838709964971e-08,1.097665834167764,9.01986227002781e-08,0.5976545120204276,9.440632997243076e-08,1.104341447296533,9.01907999146596e-08,0.344955860125719,9.422361415002904e-08,1.104271699873591,9.296841357825383e-08,1.100001592945067,  ,  ,9.018453634539011e-08,0.1701002007088456
9.018716764805827e-08,0.438122479517028,9.122298578867076e-08,-6.985065709100307e-07,9.020637057963345e-08,0.03424561134639826,9.140624310119648e-08,5.069013494877078e-08,9.025543453059378e-08,1.981559041899276e-05,9.041067661565518e-08,-7.784600508621597e-07,9.022910429351324e-08,0.0003684116028905855,9.630056626605495e-08,7.799164404461884e-08,9.025416082494588e-08,2.269739698246858e-05,9.019999999999999e-08,0.09473213870461514,9.039848627616783e-08,-9.463320187404174e-07,9.460844683878756e-08,5.448938088991307e-08,9.019307971979026e-08,0.2464026182554272,9.42428578005806e-08,-7.843038907975645e-07,9.409999999999999e-08,-9.494119596964388e-07,  ,  ,9.018716764805827e-08,0,9.018716764805827e-08,1.085423762952572,9.122298578867076e-08,1.100000107635063,9.020637057963345e-08,1.076648257959506,9.140624310119648e-08,1.099999281433409,9.025543453059378e-08,1.085839701663672,9.041067661565518e-08,1.099691531553369,9.022910429351324e-08,1.079712078793086,9.630056626605495e-08,1.06938045493874,9.025416082494588e-08,1.085029691415414,9.039848627616783e-08,1.099550355580658,9.019999999999999e-08,1.079415517240341,9.460844683878756e-08,1.104341117592996,9.019307971979026e-08,1.08269497911454,9.42428578005806e-08,1.104279251471527,9.409999999999999e-08,1.099999810845453,  ,  ,9.018716764805827e-08,0.178230222347847,9.122298578867076e-08,1.099999115448885,9.020637057963345e-08,0.7722291931103461,9.140624310119648e-08,1.100002011931721,9.025543453059378e-08,1.08153075313968,9.041067661565518e-08,1.099631794870571,9.022910429351324e-08,1.049270236411503,9.630056626605495e-08,1.069383171598132,9.025416082494588e-08,1.080118313524097,9.039848627616783e-08,1.099463251070386,9.019999999999999e-08,0.6344907438764034,9.460844683878756e-08,1.104340891732669,9.019307971979026e-08,0.4036067745746506,9.42428578005806e-08,1.104279833420633,9.409999999999999e-08,1.099998450170582,  ,  ,9.018716764805827e-08,0.1411558713590082
9.018915863836296e-08,0.3769389829011303,9.201192375079007e-08,-6.975751655150239e-07,9.021046155093244e-08,0.01584384861944524,9.237243203222315e-08,4.389259850607174e-08,9.026665575828637e-08,9.475108387441505e-06,9.050053136217892e-08,-1.007837195813454e-06,9.023651528506853e-08,0.0001147032585233014,9.637769120435755e-08,1.29425626066902e-07,9.026469761511007e-08,1.025596839400084e-05,9.020108018491361e-08,0.08060523604548098,9.04837503401226e-08,-1.269004332960643e-06,9.501268057150116e-08,4.331149623267837e-08,9.01948851574404e-08,0.2046129078947947,9.428134510168373e-08,-7.780200301822599e-07,9.412499999999999e-08,-4.598685459178531e-08,  ,  ,9.018915863836296e-08,0,9.018915863836296e-08,1.084305054098892,9.201192375079007e-08,1.099999885314572,9.021046155093244e-08,1.075827748995797,9.237243203222315e-08,1.10000058083772,9.026665575828637e-08,1.088709004359816,9.050053136217892e-08,1.099994691408695,9.023651528506853e-08,1.082055018694474,9.637769120435755e-08,1.069380611973051,9.026469761511007e-08,1.087884106529331,9.04837503401226e-08,1.099972161464905,9.020108018491361e-08,1.078921762586427,9.501268057150116e-08,1.104341055200655,9.01948851574404e-08,1.081681946991323,9.428134510168373e-08,1.104279275186473,9.412499999999999e-08,1.101363474180247,  ,  ,9.018915863836296e-08,0.2276559531278327,9.201192375079007e-08,1.100000821008212,9.021046155093244e-08,0.855212094337704,9.237243203222315e-08,1.099998065155262,9.026665575828637e-08,1.086142496588691,9.050053136217892e-08,1.099995272044571,9.023651528506853e-08,1.067659965559309,9.637769120435755e-08,1.069378876844522,9.026469761511007e-08,1.085004585760022,9.04837503401226e-08,1.099963894358881,9.020108018491361e-08,0.6628062253169107,9.501268057150116e-08,1.10434131549599,9.01948851574404e-08,0.4514599834121313,9.428134510168373e-08,1.104279023144201,9.412499999999999e-08,1.10103757933067,  ,  ,9.018915863836296e-08,0.1192549780074741
