delay (Vbp=1.1) X,delay (Vbp=1.1) Y,delay (Vbp=1.2) X,delay (Vbp=1.2) Y,delay (Vbp=1.3) X,delay (Vbp=1.3) Y,delay (Vbp=1.5) X,delay (Vbp=1.5) Y
4.66e-06,4.927774702957373e-09,4.66e-06,5.055809542571501e-09,4.66e-06,5.177086289037569e-09,4.66e-06,5.402292657425482e-09
4.68e-06,4.949243032951308e-09,4.68e-06,5.077781774574135e-09,4.68e-06,5.199784299930994e-09,4.68e-06,5.424595366826452e-09
4.7e-06,4.970711719793651e-09,4.7e-06,5.099553322398545e-09,4.7e-06,5.222031285144809e-09,4.7e-06,5.448187970328877e-09
4.72e-06,4.992072553324806e-09,4.72e-06,5.121567042064192e-09,4.72e-06,5.243925065088662e-09,4.72e-06,5.470898759290335e-09
4.74e-06,5.013353136085169e-09,4.74e-06,5.143381435090935e-09,4.74e-06,5.266176487884604e-09,4.74e-06,5.494322375537421e-09
4.76e-06,5.035143259900886e-09,4.76e-06,5.165469122829584e-09,4.76e-06,5.289073015285848e-09,4.76e-06,5.517690644892073e-09
4.78e-06,5.05630221944391e-09,4.78e-06,5.187238484154259e-09,4.78e-06,5.309944459596364e-09,4.78e-06,5.541016723494019e-09
4.8e-06,5.077776914631357e-09,4.8e-06,5.20920779274276e-09,4.8e-06,5.333659467907898e-09,4.8e-06,5.564238518662378e-09
4.82e-06,5.099120986391661e-09,4.82e-06,5.231154306253723e-09,4.82e-06,5.355895398497564e-09,4.82e-06,5.587483068605762e-09
4.84e-06,5.120578265824602e-09,4.84e-06,5.253052370002832e-09,4.84e-06,5.378763059526137e-09,4.84e-06,5.610875965854133e-09
4.86e-06,5.141958084842921e-09,4.86e-06,5.274818030163613e-09,4.86e-06,5.400335379006448e-09,4.86e-06,5.633318874983247e-09
4.88e-06,5.163411589108763e-09,4.88e-06,5.296839201318036e-09,4.88e-06,5.423078586705037e-09,4.88e-06,5.657290928785791e-09
4.9e-06,5.184535606688647e-09,4.9e-06,5.318724779477635e-09,4.9e-06,5.44502146133152e-09,4.9e-06,5.680390772402938e-09
4.919999999999999e-06,5.206201547287815e-09,4.919999999999999e-06,5.340721210653358e-09,4.919999999999999e-06,5.467307968905285e-09,4.919999999999999e-06,5.703743470788093e-09
4.94e-06,5.227632210130831e-09,4.94e-06,5.362403721485171e-09,4.94e-06,5.4902994608478e-09,4.94e-06,5.726825603989843e-09
4.96e-06,5.249049654716836e-09,4.96e-06,5.384353686758355e-09,4.96e-06,5.512899364401867e-09,4.96e-06,5.750160112997574e-09
4.98e-06,5.270886892270561e-09,4.98e-06,5.406145052530695e-09,4.98e-06,5.533724393742139e-09,4.98e-06,5.773592490147097e-09
5e-06,5.291742967096076e-09,5e-06,5.428319613162591e-09,5e-06,5.557363248625881e-09,5e-06,5.796498997829334e-09
5.02e-06,5.313225613223892e-09,5.02e-06,5.44993213868372e-09,5.02e-06,5.579153302399054e-09,5.02e-06,5.819282404005738e-09
5.04e-06,5.334738041043335e-09,5.04e-06,5.472217865721774e-09,5.04e-06,5.600903021090931e-09,5.04e-06,5.842595173885037e-09
5.06e-06,5.356047117934567e-09,5.06e-06,5.493438776422518e-09,5.06e-06,5.622851535078079e-09,5.06e-06,5.865657384471026e-09
5.08e-06,5.377561767292152e-09,5.08e-06,5.515804896362502e-09,5.08e-06,5.645554487653233e-09,5.08e-06,5.888970869255404e-09
5.099999999999999e-06,5.398834838876858e-09,5.099999999999999e-06,5.537398631838617e-09,5.099999999999999e-06,5.668738359395638e-09,5.099999999999999e-06,5.911754636159923e-09
5.12e-06,5.420056974272085e-09,5.12e-06,5.559643040623433e-09,5.12e-06,5.689821814264037e-09,5.12e-06,5.93500856301148e-09
5.14e-06,5.44119441136858e-09,5.14e-06,5.58116171213997e-09,5.14e-06,5.712442517826156e-09,5.14e-06,5.957457823850123e-09
5.16e-06,5.463037252330654e-09,5.16e-06,5.603113546256006e-09,5.16e-06,5.735850372177153e-09,5.16e-06,5.981375558426784e-09
5.18e-06,5.484102582361482e-09,5.18e-06,5.624836763314485e-09,5.18e-06,5.757727311240604e-09,5.18e-06,6.005337488383899e-09
5.2e-06,5.505572007951492e-09,5.2e-06,5.647083217586921e-09,5.2e-06,5.78049261451616e-09,5.2e-06,6.028184981568606e-09
5.22e-06,5.527147852445979e-09,5.22e-06,5.66868299782906e-09,5.22e-06,5.803087915222814e-09,5.22e-06,6.051045183898169e-09
5.24e-06,5.547285788485768e-09,5.24e-06,5.690397134460366e-09,5.24e-06,5.825534090038223e-09,5.24e-06,6.075057237343368e-09
5.26e-06,5.569398299835166e-09,5.26e-06,5.712132874894078e-09,5.26e-06,5.846885063822114e-09,5.26e-06,6.097879875565947e-09
5.279999999999999e-06,5.591230407967789e-09,5.279999999999999e-06,5.734378756586767e-09,5.279999999999999e-06,5.869899744059082e-09,5.279999999999999e-06,6.120731091463005e-09
5.3e-06,5.612359644038106e-09,5.3e-06,5.75611472290644e-09,5.3e-06,5.892100308072412e-09,5.3e-06,6.143680561970987e-09
5.32e-06,5.634332471283391e-09,5.32e-06,5.778080937719456e-09,5.32e-06,5.914460268966443e-09,5.32e-06,6.16705095811903e-09
5.34e-06,5.65506076767068e-09,5.34e-06,5.799840314628119e-09,5.34e-06,5.936683020914933e-09,5.34e-06,6.189544898778282e-09
5.36e-06,5.677041219740508e-09,5.36e-06,5.821691141132547e-09,5.36e-06,5.959007179165773e-09,5.36e-06,6.212832540106506e-09
5.38e-06,5.69819024437716e-09,5.38e-06,5.843685742148171e-09,5.38e-06,5.981221880865691e-09,5.38e-06,6.236264978713738e-09
5.4e-06,5.719431962484149e-09,5.4e-06,5.865614882846521e-09,5.4e-06,6.003632582267321e-09,5.4e-06,6.259435803239817e-09
5.42e-06,5.740903771945645e-09,5.42e-06,5.88749588720924e-09,5.42e-06,6.025999675942537e-09,5.42e-06,6.281651553806176e-09
5.44e-06,5.761884804557961e-09,5.44e-06,5.909431611901488e-09,5.44e-06,6.048212213578033e-09,5.44e-06,6.305946808426792e-09
5.46e-06,5.78363598494752e-09,5.46e-06,5.931201235781982e-09,5.46e-06,6.070367914240701e-09,5.46e-06,6.329200445758287e-09
5.48e-06,5.805050534627374e-09,5.48e-06,5.953163549757015e-09,5.48e-06,6.091088347318246e-09,5.48e-06,6.353403137617465e-09
5.5e-06,5.825954034468048e-09,5.5e-06,5.974876040518546e-09,5.5e-06,6.114950592889107e-09,5.5e-06,6.374284442546875e-09
5.52e-06,5.847851268828658e-09,5.52e-06,5.996961513877889e-09,5.52e-06,6.137538306341933e-09,5.52e-06,6.397520269254786e-09
5.539999999999999e-06,5.868734338978454e-09,5.539999999999999e-06,6.01850173189451e-09,5.539999999999999e-06,6.159059760365337e-09,5.539999999999999e-06,6.420663651113618e-09
5.56e-06,5.890576663693567e-09,5.56e-06,6.040633336290636e-09,5.56e-06,6.181950152201298e-09,5.56e-06,6.445072551553898e-09
5.58e-06,5.911807403378663e-09,5.58e-06,6.06184673427823e-09,5.58e-06,6.204188199765952e-09,5.58e-06,6.467004447801355e-09
5.6e-06,5.933174523410583e-09,5.6e-06,6.08422872729912e-09,5.6e-06,6.226510537190399e-09,5.6e-06,6.491447599336398e-09
5.62e-06,5.954474167213689e-09,5.62e-06,6.105475192806535e-09,5.62e-06,6.248687958307475e-09,5.62e-06,6.514499184545251e-09
5.64e-06,5.975926323684302e-09,5.64e-06,6.12781098226342e-09,5.64e-06,6.271052845966757e-09,5.64e-06,6.537739616399253e-09
5.66e-06,5.99713916796745e-09,5.66e-06,6.14953038065452e-09,5.66e-06,6.293481083927618e-09,5.66e-06,6.559118615893662e-09
5.68e-06,6.018597579603161e-09,5.68e-06,6.171586172352544e-09,5.68e-06,6.315621519158251e-09,5.68e-06,6.583271126475876e-09
5.7e-06,6.040000307679135e-09,5.7e-06,6.193192207339324e-09,5.7e-06,6.338018218234104e-09,5.7e-06,6.606126653973505e-09
5.719999999999999e-06,6.06148016424297e-09,5.719999999999999e-06,6.215131407508975e-09,5.719999999999999e-06,6.360140752757832e-09,5.719999999999999e-06,6.630284028488898e-09
5.74e-06,6.082708187591928e-09,5.74e-06,6.236357616024073e-09,5.74e-06,6.382534496846426e-09,5.74e-06,6.653241966037669e-09
5.76e-06,6.103985001059385e-09,5.76e-06,6.258326156835783e-09,5.76e-06,6.404587217571217e-09,5.76e-06,6.675997947687554e-09
5.78e-06,6.125194423170756e-09,5.78e-06,6.28077209177708e-09,5.78e-06,6.42609261093164e-09,5.78e-06,6.697947551700276e-09
5.8e-06,6.146643500592409e-09,5.8e-06,6.302486917507126e-09,5.8e-06,6.449100227342046e-09,5.8e-06,6.722700371557168e-09
5.82e-06,6.16785872948727e-09,5.82e-06,6.324133643020263e-09,5.82e-06,6.472194236047414e-09,5.82e-06,6.744144864668852e-09
5.84e-06,6.189306401725118e-09,5.84e-06,6.346022239945194e-09,5.84e-06,6.494635714171701e-09,5.84e-06,6.769207865117731e-09
5.86e-06,6.210520627575497e-09,5.86e-06,6.36777355438594e-09,5.86e-06,6.516352423115038e-09,5.86e-06,6.790541372466731e-09
5.88e-06,6.231945994602537e-09,5.88e-06,6.389680901441875e-09,5.88e-06,6.538597943650485e-09,5.88e-06,6.814797453713911e-09
5.9e-06,6.253134077515953e-09,5.9e-06,6.411810120832249e-09,5.9e-06,6.560806663891743e-09,5.9e-06,6.836582217413653e-09
5.92e-06,6.274560450645298e-09,5.92e-06,6.433245253330056e-09,5.92e-06,6.583077525682266e-09,5.92e-06,6.861242334384691e-09
5.94e-06,6.295759310308948e-09,5.94e-06,6.454813325373787e-09,5.94e-06,6.605779187312824e-09,5.94e-06,6.882857544002689e-09
5.96e-06,6.317213035084672e-09,5.96e-06,6.476868198846054e-09,5.96e-06,6.62597589161231e-09,5.96e-06,6.907723209651144e-09
5.979999999999999e-06,6.338422138498977e-09,5.979999999999999e-06,6.499135189783417e-09,5.979999999999999e-06,6.649810367647827e-09,5.979999999999999e-06,6.929062843994051e-09
6e-06,6.359882489600077e-09,6e-06,6.520436896903124e-09,6e-06,6.672204130102521e-09,6e-06,6.95364278414514e-09
6.02e-06,6.381093303014406e-09,6.02e-06,6.54243331095669e-09,6.02e-06,6.694251445366119e-09,6.02e-06,6.975197789605192e-09
6.04e-06,6.402601321634944e-09,6.04e-06,6.564658922986319e-09,6.04e-06,6.716776352613426e-09,6.04e-06,7.000055351806785e-09
6.06e-06,6.423757403857788e-09,6.06e-06,6.586373919207026e-09,6.06e-06,6.738578536324386e-09,6.06e-06,7.023873418101326e-09
6.08e-06,6.445893612808031e-09,6.08e-06,6.608312634974274e-09,6.08e-06,6.761919390716721e-09,6.08e-06,7.046708017626859e-09
6.1e-06,6.46643192389985e-09,6.1e-06,6.62889303906803e-09,6.1e-06,6.784139625076799e-09,6.1e-06,7.070067934736505e-09
