P_inst (Vbp=1.1) X,P_inst (Vbp=1.1) Y,P_inst (Vbp=1.2) X,P_inst (Vbp=1.2) Y,P_inst (Vbp=1.3) X,P_inst (Vbp=1.3) Y,P_inst (Vbp=1.5) X,P_inst (Vbp=1.5) Y
3.520363996924432e-06,0.0006741112996523035,3.56424259198911e-06,0.0001078917894827059,3.620370175868221e-06,0.0007414582999464322,3.734961586095651e-06,2.811931600819785e-06
3.520367107390816e-06,0.0007119092312075562,3.564248362683939e-06,0.000106702448910553,3.620374546154483e-06,0.0007683891134336527,3.737016362226945e-06,2.812055640133815e-06
3.520369800842767e-06,0.0007377564971501147,3.564254536848084e-06,0.0001054435000244803,3.620381046354497e-06,0.0007834528392503084,3.74e-06,2.812316835348465e-06
3.520373312140135e-06,0.0007616529891856304,3.564260826736673e-06,0.0001041449363347246,3.620391510756436e-06,0.0007657949433175175,3.74008530357601e-06,2.814081082620322e-06
3.520378745874975e-06,0.0007803285621353826,3.564270666148373e-06,0.0001020568475898248,3.620401928211615e-06,0.0007202520261430374,3.740191342576026e-06,4.39088838887973e-06
3.520389613344656e-06,0.0007711941340128248,3.564290344971771e-06,9.7526333098647e-05,3.620413177665731e-06,0.000659767093308808,3.740229924754022e-06,1.061876142729907e-05
3.520399589514146e-06,0.0007308619648840169,3.564326921745923e-06,8.647003314754254e-05,3.62042545783315e-06,0.0005905232129354552,3.740249117396758e-06,1.408803051638052e-05
3.520410404903784e-06,0.0006740670221659007,3.564357582127281e-06,7.08878099646373e-05,3.620441018225681e-06,0.0005022176694200714,3.740270989481081e-06,1.542093038942861e-05
3.520421658066162e-06,0.0006108541560048005,3.564388045823714e-06,5.307761381197664e-05,3.620462233939792e-06,0.0003769649842520375,3.740292293892653e-06,5.09465584940145e-05
3.520435897284627e-06,0.0005301391935893421,3.564402833060239e-06,4.56108588889462e-05,3.620481116969896e-06,0.0002509712448308159,3.740303871432577e-06,0.0001061490204125632
3.520454599107196e-06,0.0004225827085582477,3.564431458373235e-06,3.422376888939843e-05,3.6205e-06,0.0001418298844327962,3.740315775883085e-06,0.0001404966246572367
3.520481391642472e-06,0.0002504592078468218,3.564467122474388e-06,2.476120069878902e-05,3.620507543727024e-06,0.0001227125590715679,3.740326721289195e-06,0.0002096373421267254
3.5205e-06,0.0001432607759781604,3.564533112616155e-06,1.592288540382101e-05,3.620518469592112e-06,0.0001042508767121548,3.740331921822032e-06,0.0003477771392327611
3.520509304178763e-06,0.0001207854270520361,3.564602427900384e-06,1.19726734615285e-05,3.62052966199138e-06,9.5911890500047e-05,3.740335892378897e-06,0.0004670073107489935
3.520520321723388e-06,0.0001031810802319112,3.564705697556156e-06,9.033876330117467e-06,3.62054611544939e-06,9.113938974342125e-05,3.740339945598113e-06,0.0005543846694152823
3.520531337297988e-06,9.539273747920703e-05,3.564860637319506e-06,6.54056773393683e-06,3.620562713181976e-06,8.97183069073703e-05,3.740345637394943e-06,0.0006053099283697215
3.520546873145138e-06,9.094528815107635e-05,3.565059113489019e-06,4.729939752973124e-06,3.620585410386323e-06,8.90601002144797e-05,3.740350020695215e-06,0.000605621182473819
3.520562778346234e-06,8.947471957247331e-05,3.565294612852605e-06,3.648234567936685e-06,3.620614879976734e-06,8.857538973103345e-05,3.740354537405901e-06,0.0005965514216361228
3.520584456567664e-06,8.877424722714219e-05,3.56565843875034e-06,3.076784124719836e-06,3.620665697330579e-06,8.790890628394097e-05,3.740358386072933e-06,0.0006098813996468358
3.520612392261803e-06,8.829834292451998e-05,3.565745124662346e-06,3.0202989226824e-06,3.620767332038267e-06,8.660796274536389e-05,3.74036147628463e-06,0.0006464141557366369
3.520658671770261e-06,8.76766249824573e-05,3.565918496486358e-06,2.942254435856038e-06,3.620970601453644e-06,8.401151288754216e-05,3.740365301261594e-06,0.0006970736102138822
3.520746542654418e-06,8.651871091147041e-05,3.566142739349671e-06,2.885356208807531e-06,3.621268378910786e-06,8.021221091456168e-05,3.740368470902533e-06,0.0007310970803149382
3.520922284422732e-06,8.421595812394984e-05,3.566591225076298e-06,2.83940468526533e-06,3.621658217297381e-06,7.525135654317885e-05,3.740371717439689e-06,0.0007563113198363851
3.521194832223689e-06,8.064724203511312e-05,3.56737988443956e-06,2.822337543492478e-06,3.622202112068018e-06,6.83543031681051e-05,3.740376370904157e-06,0.0007775808285936007
3.521544954376526e-06,7.6076409567358e-05,3.568353726793939e-06,2.818958023858437e-06,3.623111800269158e-06,5.829695220161113e-05,3.740385186302949e-06,0.0007821057677552507
3.522020700423242e-06,6.989651029885125e-05,3.569176863396969e-06,2.817866142139868e-06,3.623309457840407e-06,5.756892263214349e-05,3.740396409459749e-06,0.0007463620748850797
3.522756866186046e-06,6.136157226306266e-05,3.57e-06,2.817184140433833e-06,3.623553045648253e-06,5.846696964852829e-05,3.740407772667394e-06,0.0006892382993582795
3.522939858291571e-06,6.024956344907721e-05,3.570042143695147e-06,2.817515466587777e-06,3.623822480427817e-06,6.017565198593719e-05,3.740420084444876e-06,0.0006205321093937599
3.523305842502621e-06,6.144632736086402e-05,3.570103668822976e-06,2.820514998071725e-06,3.624031734166796e-06,6.612721877825486e-05,3.740434538858192e-06,0.0005386961965474007
3.523563385525544e-06,6.361621078542391e-05,3.570205359056466e-06,4.812018057734735e-06,3.624090704724888e-06,8.018754015249564e-05,3.740454153785197e-06,0.0004254263378332264
3.523771506333505e-06,7.581230041384563e-05,3.570236219692729e-06,9.114162313784954e-06,3.624146471481109e-06,0.0001069861681200826,3.740477076892599e-06,0.0002775059623048159
3.523822518859597e-06,9.51196262932813e-05,3.570253394972692e-06,1.226230852059381e-05,3.62418842336268e-06,0.0001313028849825289,3.7405e-06,0.0001404068568376422
3.523848025122643e-06,0.0001096698820922383,3.570274664788303e-06,1.475889019430251e-05,3.624236215085731e-06,0.0001421529292314677,3.740509002878812e-06,0.0001194955260527232
3.523899037648735e-06,0.0001395049285662971,3.570291999862596e-06,1.670957468119389e-05,3.624277231786197e-06,0.0001338249592938903,3.740521307708187e-06,0.0001014909418136765
3.523937740594066e-06,0.0001455992127726845,3.570301164737086e-06,3.050217263509132e-05,3.624324791202985e-06,0.0001248452053398217,3.74053453417627e-06,9.410431193766701e-05
3.523978371663989e-06,0.0001356746473911579,3.570303664737086e-06,3.850288837570917e-05,3.624337284547667e-06,0.0001239974608256259,3.740554469445468e-06,9.042685008465544e-05
3.524021012266141e-06,0.000126922410834796,3.570305734877875e-06,4.694069824995011e-05,3.624346948860653e-06,0.0001232590824457604,3.740573196312672e-06,8.958333037936452e-05
3.524031926150225e-06,0.0001260725921625672,3.570307348532255e-06,5.46786440911299e-05,3.624357359209271e-06,0.0001217942656426461,3.740599959435421e-06,8.916623696430273e-05
3.524040591324381e-06,0.0001252864230558824,3.57030925663467e-06,6.500860268505149e-05,3.624367217068257e-06,0.0001195523673628934,3.740638326779473e-06,8.863547116057238e-05
3.524049798102048e-06,0.0001238553829417735,3.570311164737086e-06,7.6362598590857e-05,3.624379101710097e-06,0.0001158609003283443,3.740708965377236e-06,8.775681351893344e-05
3.524059077307372e-06,0.0001215720740335146,3.570311463666053e-06,7.82071387126835e-05,3.624389957130377e-06,0.0001120423289226899,3.740850242572762e-06,8.599946061094904e-05
3.524070037570186e-06,0.0001178529778944873,3.570312061523986e-06,8.194901059688745e-05,3.624396598670992e-06,0.0001098734019430777,3.741132796963813e-06,8.25062066766867e-05
3.524080035904675e-06,0.0001139307430243388,3.570312607050078e-06,8.540500764645571e-05,3.624403532400349e-06,0.000108156999537735,3.741489488369968e-06,7.809065500858499e-05
3.524086247747718e-06,0.000111580070555947,3.570313698102263e-06,9.239568485136888e-05,3.624409782914606e-06,0.0001069122304606957,3.741984262409302e-06,7.198775673481129e-05
3.524092823307287e-06,0.000109609805607624,3.570315880206632e-06,0.000106412136203917,3.624416959826131e-06,0.0001055507414967919,3.742724460645343e-06,6.293885035004676e-05
3.524098160882514e-06,0.0001083485927668099,3.570320244415371e-06,0.0001323898704758419,3.624423078753526e-06,0.000104383757667358,3.743088616954299e-06,5.879035461055033e-05
3.524105751696399e-06,0.0001066769923854926,3.570328972832848e-06,0.0001615585142293037,3.624431084885857e-06,0.0001028376608443445,3.743466801362913e-06,5.573661003047552e-05
3.524111301546765e-06,0.0001054509117485099,3.570338602138447e-06,0.000179908103371699,3.624447097150518e-06,9.95711702948614e-05,3.743599529872271e-06,5.53800056029948e-05
3.524118052819818e-06,0.0001039384616709243,3.570342188299514e-06,0.0002424667169507379,3.624469998478077e-06,9.428085279509856e-05,3.743864986890985e-06,5.619141753426345e-05
3.524128604793322e-06,0.0001014743046117287,3.570345034784635e-06,0.0003121966641718545,3.624515801133195e-06,7.725921134304369e-05,3.744111911187676e-06,5.721697693133968e-05
3.524149090466277e-06,9.62157001412284e-05,3.570348170634822e-06,0.0003722276977459917,3.624549944670343e-06,5.843621762586037e-05,3.744340224697998e-06,6.371784318162886e-05
3.524184134869099e-06,8.385017738573398e-05,3.570351283766298e-06,0.0003964930569014387,3.624589301523607e-06,3.957012022556194e-05,3.744408979267678e-06,8.134582335463558e-05
3.524212654063156e-06,6.776701458633873e-05,3.570355007485758e-06,0.0003898076131287779,3.62462830817239e-06,2.75428418757159e-05,3.744443356552518e-06,9.700080496327773e-05
3.52424147829417e-06,5.05650153177273e-05,3.57035811595493e-06,0.0003825719152911885,3.624664840685952e-06,2.058308527740342e-05,3.744512111122198e-06,0.0001318785712332697
3.524254233835439e-06,4.419515580657118e-05,3.570361305302776e-06,0.0003751274454702669,3.624737905713076e-06,1.368531868424681e-05,3.744562027606728e-06,0.0001378004941532925
3.524279744917976e-06,3.399799995128074e-05,3.570363977294464e-06,0.0003739777237239879,3.624811789136628e-06,1.059370699793352e-05,3.74461479734128e-06,0.0001268095361420935
3.524318410872774e-06,2.392165756429485e-05,3.57036645871608e-06,0.0003835134246875608,3.624959555983732e-06,7.481324210564471e-06,3.744634751587758e-06,0.0001236989859656144
3.524374884838023e-06,1.644875530421236e-05,3.570369513302632e-06,0.0004008839552217349,3.625138961976956e-06,5.427925992775233e-06,3.744646834553132e-06,0.0001226108046192933
3.524441813525164e-06,1.244186494198106e-05,3.570372403619611e-06,0.0004153116892491496,3.625363672594444e-06,4.035347460493048e-06,3.744656965331362e-06,0.0001220806863061659
3.524539881883485e-06,9.457480981018839e-06,3.570375031225829e-06,0.0004254699362364818,3.625643591045482e-06,3.273929505160191e-06,3.744669582003645e-06,0.0001211792078491621
3.524687687651214e-06,6.85745207230507e-06,3.570378118404956e-06,0.0004336719829709088,3.62575425667988e-06,3.139857562798057e-06,3.744679926540795e-06,0.0001197321134063197
3.524873388425285e-06,4.963119914812257e-06,3.570382847458739e-06,0.0004402516965818409,3.625975587948677e-06,2.985500684714619e-06,3.744691076470271e-06,0.0001172711568547753
3.525097436419967e-06,3.785351277489104e-06,3.570389429024733e-06,0.0004409995308763506,3.626219552579427e-06,2.902499090181188e-06,3.744703781171123e-06,0.0001135629043420719
3.525434840728535e-06,3.149870732783859e-06,3.570396468982207e-06,0.0004361267618059112,3.626524014613965e-06,2.85545694243429e-06,3.744715577776348e-06,0.0001098589928112716
3.525513380046332e-06,3.083318867850796e-06,3.570404958109513e-06,0.0004272610000309964,3.626916548634466e-06,2.832420203946978e-06,3.744725555512427e-06,0.000107381147245726
3.525670458681927e-06,2.988184855721552e-06,3.570415239877557e-06,0.0004156233856124195,3.627644164458718e-06,2.821107538406589e-06,3.744732645233169e-06,0.0001061023278941943
3.525875951198078e-06,2.914511349832206e-06,3.570430046810535e-06,0.0004011956480094908,3.62871316128455e-06,2.817822316812693e-06,3.74473619009354e-06,0.0001055089527349561
3.52628693623038e-06,2.851078382594654e-06,3.570451746016123e-06,0.0004069260128591501,3.63e-06,2.816441403115424e-06,3.744743279814281e-06,0.0001043332381579491
3.527011593580065e-06,2.825553434871039e-06,3.570465793181859e-06,0.0004407146695197513,3.630053523663379e-06,2.816807042538832e-06,3.744750449739196e-06,0.0001031436577460112
3.527896789110079e-06,2.820903334630856e-06,3.570477607670312e-06,0.0004707916842749149,3.630127626032317e-06,2.833688499327089e-06,3.744763518076969e-06,0.0001009182416007606
3.529062490890342e-06,2.81910872288666e-06,3.570489560562039e-06,0.0004763204219540931,3.630162407374153e-06,3.000967431883454e-06,3.744786695112991e-06,9.660918820079907e-05
3.53e-06,2.818392532296055e-06,3.5705e-06,0.0004620508878013762,3.630206219723431e-06,4.894100647399101e-06,3.744831205141772e-06,8.511920602858342e-05
3.53004321014677e-06,2.818734213819477e-06,3.570505527616222e-06,0.0004514807123298745,3.630223444169871e-06,6.988436673514981e-06,3.744876718869594e-06,6.365633726038863e-05
3.530104450278263e-06,2.821917383545729e-06,3.57051388898235e-06,0.0004421623530861522,3.630239870743353e-06,9.833172216902936e-06,3.744915409390736e-06,4.483890810977988e-05
3.530212372477086e-06,5.514368633216708e-06,3.570518274716237e-06,0.0004432939332930007,3.630260485229312e-06,1.33947605823011e-05,3.744930306805579e-06,3.911302622910521e-05
3.5302377796465e-06,9.419449822231064e-06,3.570521907768053e-06,0.0004446095995954904,3.630276613969691e-06,1.486543638576455e-05,3.744960101635265e-06,2.992940618130338e-05
3.530253932630758e-06,1.237169221562319e-05,3.570525564388845e-06,0.0004402997665680941,3.630293899324673e-06,1.801705416710895e-05,3.745019691294637e-06,1.890328875962559e-05
3.530273587828444e-06,1.471453869940594e-05,3.57053026991323e-06,0.0004214092056579658,3.630301197034105e-06,3.050855121305292e-05,3.745084765614497e-06,1.326061417897878e-05
3.530291335073801e-06,1.63629146856471e-05,3.570533887289087e-06,0.0004031308770967934,3.630303697034105e-06,3.852129177472528e-05,3.745186257519278e-06,9.436685984347233e-06
3.530301192856937e-06,3.050608589501626e-05,3.570536998931325e-06,0.0003882600212364375,3.630305657769503e-06,4.648337538144337e-05,3.745326951930852e-06,6.942478880518317e-06
3.530303692856937e-06,3.851184921395542e-05,3.570538977714189e-06,0.0003785997458984902,3.630307142461442e-06,5.351446876999085e-05,3.74554024268213e-06,4.931824679827074e-06
3.530305784634449e-06,4.705254301817986e-05,3.570540809251715e-06,0.0003699794210573433,3.630309169747773e-06,6.43839358922097e-05,3.745789180333521e-06,3.749574178758407e-06
3.530307422408638e-06,5.493128809357265e-05,3.570542679457417e-06,0.0003623686857522702,3.630311197034105e-06,7.644059247795031e-05,3.746104975972326e-06,3.12327174516274e-06
3.530309307632788e-06,6.516276123937298e-05,3.570544690577695e-06,0.0003553438736378598,3.630311517720723e-06,7.842253677064593e-05,3.746620851567644e-06,2.879430233102201e-06
3.530311192856937e-06,7.638755233909838e-05,3.570546290315539e-06,0.0003499835408263941,3.630312159093959e-06,8.244719266676953e-05,3.747001747035319e-06,2.839976213852616e-06
3.530311480643765e-06,7.816311425255517e-05,3.570548095463442e-06,0.0003440280500766815,3.630312743302592e-06,8.616002191640391e-05,3.747368503173479e-06,2.826789636776826e-06
3.530312056217421e-06,8.176305592919535e-05,3.570550128347052e-06,0.0003374212194855968,3.630313911719858e-06,9.366961850380042e-05,3.747816025310469e-06,2.820735675128511e-06
3.530312583907946e-06,8.510250719474662e-05,3.570553989517014e-06,0.0003251584996692384,3.630316248554391e-06,0.0001086810598185558,3.748690961946201e-06,2.816941138050442e-06
3.530313639288998e-06,9.185650631993134e-05,3.570559334794287e-06,0.0003090151303407878,3.630320922223455e-06,0.0001360048915833071,3.75e-06,2.815088153080666e-06
3.530315750051101e-06,0.000105410576945951,3.570568380398315e-06,0.0002864029743323839,3.630330044026423e-06,0.0001627012038862698,3.750057937868761e-06,2.815492743253597e-06
3.530319971575306e-06,0.0001306971239695645,3.570577844352949e-06,0.0002700433806476467,3.630339963818108e-06,0.0001965123851366261,3.750139871551444e-06,2.855613863322756e-06
3.530328414623718e-06,0.0001605556843568777,3.57058702385276e-06,0.0002583794239293287,3.630343607113288e-06,0.0002755434189813609,3.75017688516838e-06,3.267101766048326e-06
3.530338192414263e-06,0.0001758057661825359,3.570597118827948e-06,0.0002478615965925607,3.630346587620906e-06,0.0003457481731395984,3.750195391976848e-06,4.060459491275544e-06
3.530341790137484e-06,0.0002330203304120281,3.570607293101222e-06,0.0002384717467610219,3.630349629781487e-06,0.0003900694130056718,3.750232405593783e-06,8.40800955708364e-06
3.530344576599518e-06,0.0003000595270569897,3.570621513592561e-06,0.0002265948856617637,3.630352883963415e-06,0.0004000526338090006,3.750252658170139e-06,1.210352638028706e-05
3.53034773041791e-06,0.0003633199846818351,3.570638959502166e-06,0.0002136302694075311,3.630356225883749e-06,0.0003914187745032378,3.750273971171731e-06,1.468711990906067e-05
3.530350636188759e-06,0.0003906707233778116,3.570664441898931e-06,0.0001971813643507458,3.630359476321315e-06,0.0003850656486479508,3.750292152972498e-06,1.681339961108137e-05
3.530354732652509e-06,0.0003858108821298455,3.570710103386429e-06,0.000172006883687631,3.630362605366927e-06,0.0003794357014104253,3.750301116627725e-06,3.048821362241289e-05
3.530357758112247e-06,0.0003777273231187431,3.570748332615807e-06,0.0001530712252004406,3.630365182948396e-06,0.0003839193758235178,3.750303616627725e-06,3.848038750956839e-05
3.530360946529028e-06,0.0003696143027865908,3.570789763339144e-06,0.0001339395213787387,3.630367899217904e-06,0.0003984528233941071,3.750305849811929e-06,4.764342613624431e-05
3.530363618656772e-06,0.0003666824384436841,3.570833970107353e-06,0.0001150576818307653,3.630370150662217e-06,0.0004116518142991763,3.750307576227286e-06,5.605287653234998e-05
3.530366033992199e-06,0.0003741470897032932,3.570893160910566e-06,9.241326105878812e-05,3.630372837331605e-06,0.0004250415074058547,3.750309346427505e-06,6.574681784392066e-05
3.530368866883656e-06,0.0003894556154688607,3.570974543253903e-06,6.647750872884838e-05,3.630375548946723e-06,0.0004353861421750815,3.750311116627725e-06,7.630898685783165e-05
3.530371950088032e-06,0.0004048451868908417,3.571098763138966e-06,3.812646885649204e-05,3.630379206891949e-06,0.0004445310804774125,3.750311442537315e-06,7.832033444018941e-05
3.530374477625372e-06,0.0004147485861300134,3.571311410768033e-06,1.365487662881699e-05,3.630384542284582e-06,0.0004503244475243258,3.750312085325225e-06,8.234884096158251e-05
3.530377408466264e-06,0.0004229003580229841,3.571595738387987e-06,4.505109278617151e-06,3.630391369703101e-06,0.0004493810804595002,3.750312658333304e-06,8.598623722960225e-05
3.530381582075335e-06,0.0004295764465131405,3.571846103033452e-06,3.110466742369534e-06,3.630398978053311e-06,0.0004431243182113696,3.750313804349463e-06,9.334484785562362e-05
3.530387998979976e-06,0.0004316673677025142,3.572105051153763e-06,2.860395071194506e-06,3.630408058401926e-06,0.0004331969319140393,3.75031609638178e-06,0.0001080767924734531
3.530394673252753e-06,0.0004278699809510546,3.572390334435586e-06,2.820000270303004e-06,3.63041976137504e-06,0.0004201470653235503,3.750320680446414e-06,0.0001351088530949865
3.530402736839441e-06,0.0004198981905266234,3.572764061995161e-06,2.814625797709934e-06,3.630436773969686e-06,0.0004080519412264618,3.750329848575682e-06,0.0001631216271792211
3.530412239895369e-06,0.0004092318679890217,3.573275581496987e-06,2.814285260104255e-06,3.630463834700365e-06,0.0004472597929501235,3.750339293222047e-06,0.0001884065164647657
3.530425531104393e-06,0.0003949985899978957,3.574035130485615e-06,2.814232748907708e-06,3.630483389328106e-06,0.0004879048282860352,3.750342979179253e-06,0.0002631145918894772
3.530444593747206e-06,0.0003879420705262796,3.575280596527645e-06,2.814313949354133e-06,3.630491694664053e-06,0.0004833181954676316,3.75034610167929e-06,0.0003406947780921451
3.530459196547591e-06,0.0004088671710802729,3.577771528611704e-06,2.814509399954401e-06,3.6305e-06,0.0004704250714344493,3.750349359245695e-06,0.0003943889561299621
3.530471556002089e-06,0.000443255584665179,3.58e-06,2.814683044428397e-06,3.630505384137331e-06,0.000460271885882576,3.750353387907784e-06,0.0004078685147965726
3.530485193332965e-06,0.0004665725734961268,3.580066397483044e-06,2.815760176308431e-06,3.630512918338015e-06,0.0004522798793400721,3.750356963409261e-06,0.000399907049611382
3.530492596666482e-06,0.0004634931478394851,3.58014970135631e-06,2.922299952998756e-06,3.630517477739044e-06,0.000453347762848301,3.750360419273901e-06,0.0003940070607835911
3.530499999999999e-06,0.0004531174518289313,3.580191353292942e-06,4.399091962174349e-06,3.630522785956563e-06,0.0004528538605643599,3.750363567091802e-06,0.0003915271229145566
3.530505476319956e-06,0.0004428510734227473,3.58020679022617e-06,6.255328807960679e-06,3.630526567166428e-06,0.0004430376365850342,3.750366233272615e-06,0.0004016450488597069
3.530512325800721e-06,0.000433276678798296,3.580222819892052e-06,9.261036787297919e-06,3.630529389827846e-06,0.0004295119773719863,3.750369339244987e-06,0.000420914877948168
3.530519112360658e-06,0.0004330825907724619,3.5802423783541e-06,1.32599839494931e-05,3.630532768240115e-06,0.000413110744477701,3.750372989723328e-06,0.0004409205110162789
3.530524703933005e-06,0.0004341281774761823,3.580257438686064e-06,1.506059538726822e-05,3.630535787647414e-06,0.0003987475915155609,3.750375805524087e-06,0.0004520597598381806
3.530528619573884e-06,0.0004251305449035208,3.580276768506711e-06,1.716574444513113e-05,3.630537751385461e-06,0.0003891478835013193,3.750379265113843e-06,0.0004611099159866655
3.530531820915215e-06,0.0004097362188130988,3.580286756029509e-06,3.212424667677539e-05,3.630539631786397e-06,0.0003802885863071995,3.750384363726675e-06,0.000467162426223707
3.530535185014665e-06,0.0003927240630439591,3.580295300702604e-06,6.620211609403268e-05,3.630541544228176e-06,0.0003725103669362487,3.75039118562633e-06,0.0004667607505918837
3.530538031974048e-06,0.0003792133613224949,3.580305082534879e-06,0.0001136282255646519,3.630543607720367e-06,0.0003653100629341531,3.750399083653327e-06,0.0004603776860234085
3.530539941836605e-06,0.000369931098952835,3.580314014510764e-06,0.000140263278726282,3.63054535651323e-06,0.0003594535158581375,3.750408519317714e-06,0.0004500960985221489
3.530541708412162e-06,0.0003615610664395104,3.580324983222571e-06,0.0001778669317884328,3.630547240862365e-06,0.00035324683950382,3.750420750288837e-06,0.0004366715389382109
3.530543559227478e-06,0.0003537324984699583,3.580330757646235e-06,0.0002980434873334654,3.630549378688282e-06,0.0003463120768932956,3.750438290408884e-06,0.0004271005231078952
3.530545434364883e-06,0.0003470471679595795,3.580334514336572e-06,0.0004149166910018487,3.630553654340117e-06,0.0003328028809216127,3.750455976973881e-06,0.0004504427700842514
3.530546988252061e-06,0.0003418194550118507,3.580338659793764e-06,0.0005231787603322867,3.630559494638902e-06,0.0003154953946523267,3.750469643814894e-06,0.0004894952969431115
3.530548813908003e-06,0.0003357909916967672,3.580342426185081e-06,0.0005811843718052337,3.630568690093547e-06,0.0002937101950593554,3.750484624530033e-06,0.000508255653631891
3.530550687271187e-06,0.0003296916573421456,3.580347133475886e-06,0.000607041984165297,3.630578881342156e-06,0.0002773083525818542,3.750492312265016e-06,0.0005002388764147131
3.530553524671373e-06,0.0003206145709777625,3.580351079045853e-06,0.0006038999394756755,3.630593434892348e-06,0.0002607400137813665,3.750499999999999e-06,0.0004867484846618765
3.530557748487215e-06,0.0003074935611845639,3.580355219477741e-06,0.0005957936994314815,3.630603662483594e-06,0.0002510794271505172,3.750504935522949e-06,0.0004775778350001113
3.5305661961189e-06,0.0002841454939048009,3.580358649758997e-06,0.0006074963270725352,3.630615748767768e-06,0.0002407136575156009,3.750512425060493e-06,0.0004709187340263504
3.530574851010971e-06,0.0002665700959639627,3.580361472682726e-06,0.0006396165798527002,3.630631898059717e-06,0.0002282372315867212,3.750516896301173e-06,0.0004720698396543786
3.530587540047492e-06,0.0002490967960912276,3.580364889740521e-06,0.0006856353007108859,3.630654451414563e-06,0.0002129581479257593,3.750521851346938e-06,0.000469038270039644
3.530598347696631e-06,0.0002377499189208752,3.580367799153525e-06,0.0007192509624472247,3.630694452940155e-06,0.0001897961016029298,3.750525859910027e-06,0.0004557050580641306
3.530608447975787e-06,0.000228421179920287,3.580370687565785e-06,0.0007449923691220978,3.630734489387935e-06,0.0001691791544337533,3.750529170448103e-06,0.0004396993615578994
3.530620534942915e-06,0.0002182570331956022,3.580374557231861e-06,0.0007680886093261932,3.630775796967492e-06,0.0001493682050282217,3.750532508487192e-06,0.0004241353044966123
3.530636767324951e-06,0.0002060017375645106,3.580381334971213e-06,0.0007834078631498489,3.630819632440109e-06,0.000129743530207752,3.750536466520657e-06,0.0004049162703664684
3.530661185145259e-06,0.0001899842915222521,3.580392129536407e-06,0.0007636863832701226,3.630874732245964e-06,0.0001072260999618774,3.750539551898494e-06,0.0003915878754922869
3.530707553742962e-06,0.0001643611388440015,3.580402427530357e-06,0.0007176938655858183,3.630949391902491e-06,8.085918289787983e-05,3.75054173210859e-06,0.0003839337309354398
3.530745030802498e-06,0.0001459827441488363,3.580413558127317e-06,0.0006575581029756409,3.631061524530746e-06,5.048714501762171e-05,3.750544818165727e-06,0.0003736463668969884
3.530785386783963e-06,0.0001276140808993559,3.580425593525151e-06,0.0005896220173895248,3.631245180412091e-06,2.142731706684033e-05,3.750546995041272e-06,0.0003665528431024096
3.530827543980741e-06,0.000109909555841135,3.580441175592059e-06,0.0005012229156789156,3.631606974952184e-06,4.611356320921195e-06,3.750549594149251e-06,0.000358240805801992
3.530883563400166e-06,8.884636144377584e-05,3.580462238640244e-06,0.0003770285746071128,3.631869098791581e-06,3.109842783244157e-06,3.75055397042813e-06,0.0003447164677129827
3.530959423912691e-06,6.497858798506038e-05,3.580481119320122e-06,0.0002514085142051035,3.632147364527754e-06,2.85393568117667e-06,3.750561728666471e-06,0.0003235581419154009
3.531072753788933e-06,3.892625460422342e-05,3.5805e-06,0.0001421791275813333,3.632430238968501e-06,2.818697250766666e-06,3.750571202130142e-06,0.0003048703567559661
3.531259738813317e-06,1.567355658207085e-05,3.580507536744763e-06,0.0001229290204421976,3.632821130906911e-06,2.813666548260631e-06,3.750586179786646e-06,0.000285498969463933
3.531538103167043e-06,4.920700485341208e-06,3.580518187218275e-06,0.000104631695601442,3.633353814630289e-06,2.813390193700163e-06,3.750597526803109e-06,0.0002742440148232646
3.531778802142588e-06,3.209930778027151e-06,3.580529056318572e-06,9.619620544915493e-05,3.634168637550519e-06,2.813351385545157e-06,3.750609126980283e-06,0.0002639898025784012
3.532029688415337e-06,2.879972910726745e-06,3.580544662471305e-06,9.131120188457466e-05,3.635500469194053e-06,2.813447927607691e-06,3.750623557511756e-06,0.0002524237592263004
3.532298761793894e-06,2.824308567000426e-06,3.580560659143532e-06,8.972664930842411e-05,3.638164132481121e-06,2.813666210952917e-06,3.750643212499159e-06,0.0002384000194464041
3.532646543999844e-06,2.815940386377558e-06,3.580582243150922e-06,8.900099085025881e-05,3.64e-06,2.813815275796175e-06,3.750675741410178e-06,0.000218357667954034
3.53311264827512e-06,2.815298136446362e-06,3.580609974713336e-06,8.852114723643058e-05,3.640063077927193e-06,2.814807029299478e-06,3.75072029397318e-06,0.0001943215300885488
3.533792074373027e-06,2.815236111241288e-06,3.580655976221579e-06,8.790668017717077e-05,3.640145755264332e-06,2.895082868050421e-06,3.750762496193419e-06,0.000173300032902352
3.534865452396185e-06,2.815275558193289e-06,3.580744773506894e-06,8.675715768240001e-05,3.640187093932902e-06,4.060844145656745e-06,3.750807968939584e-06,0.0001519772620447167
3.536924249774855e-06,2.815426368297888e-06,3.580922368077523e-06,8.446344705202242e-05,3.640207763267187e-06,6.406551079895643e-06,3.750860531520938e-06,0.0001290613159582222
3.54e-06,2.815654993579382e-06,3.581201236107164e-06,8.086880939052978e-05,3.640222727616991e-06,9.241455457264282e-06,3.750932748523306e-06,0.0001009338250019377
3.540074997243735e-06,2.816978047163081e-06,3.581559425982431e-06,7.626127105565285e-05,3.640243777688889e-06,1.349188636104402e-05,3.751038679407825e-06,6.740034011285644e-05
